BV1Hz5t6nEF1,1,【中法】恐惧与伦理 Peur et Éthique ｜面对AI，我们不必害怕｜Intro de l&#x27;IA_SMC_E8,灰尘和山,"法语学习,伦理,AI,人工智能,法语",计算机技术,174,irrelevant,False,False,no_signal,False,
BV1g25H6HEXJ,1,IA7cJG,宇欧6江叶O孙,绝区零UP主激励计划,日常,718,irrelevant,False,False,no_signal,False,
BV1g25H6HEXy,1,IA7cJG2,夏4幕N,绝区零UP主激励计划,日常,868,irrelevant,False,False,no_signal,False,
BV1325H6HE8w,1,IA7cJG2dI,9袁刘顾3绝卢,绝区零UP主激励计划,日常,785,irrelevant,False,False,no_signal,False,
BV1g25H6HEbA,1,rsw7IA128,一只小狗勾-,鸣潮创作激励计划,日常,302,irrelevant,False,False,no_signal,False,
BV1x55J6vEjG,1,【中法】应用IA Utiliser l&#x27;IA ｜AI从什么时候开始被应用？AI项目里的难点是什么？｜Intro de l&#x27;IA_SMC_E8,灰尘和山,"深度学习,法语学习,项目,机器学习,数据,AI,人工智能,法语",计算机技术,111,irrelevant,False,False,no_signal,False,
BV1Ac5n6PEPD,1,【GT7】大师驾照IA10手柄金牌实录,海拉鲁彩虹小马,"GT7,ps5,gt赛车,驾照,赛车游戏,跑车浪漫旅",赛车,240,irrelevant,False,False,no_signal,False,
BV1Rb5L6zEki,1,jql(2ia56),哎潭鲤蓝玛妙pa,绝区零UP主激励计划,日常,382,irrelevant,False,False,no_signal,False,
BV1Dv5L6vEzB,1,Item Asylum.,冰红の猹,"物品避难所,Itemasylum,必剪创作,roblox,ia",日常,444,irrelevant,False,False,irrelevant_kw:item asylum,False,
BV197RdBSEvX,1,PZp0LoWdXyl2ia,justin比比,鸣潮创作激励计划,日常,1129,irrelevant,False,False,no_signal,False,
BV1DpR9BBEUZ,1,ia20lNnBLBWNXJ,P唐雕Z6,绝区零UP主激励计划,日常,762,irrelevant,False,False,no_signal,False,
BV1u8R2BDExM,1,7Rm4ia8aObJK,化神境哥布林,鸣潮创作激励计划,日常,302,irrelevant,False,False,no_signal,False,
BV1fBdGBgE8i,1,【短的测评】英国佬怎么这么喜欢7.7啊😰-台风MK IA,一个苏联球呀,"必剪创作,战争雷霆,空战",日常,2144,irrelevant,False,False,no_signal,False,
BV1ScdVBsENK,1,IA621Hja04gOT,飝姐,鸣潮创作激励计划,日常,1293,irrelevant,False,False,no_signal,False,
BV1ovdMBdELq,1,tz8Mpt7Vp8ia,x4董0龙k,绝区零UP主激励计划,日常,910,irrelevant,False,False,no_signal,False,
BV1b8dTB3EMu,1,iA52,A谋t号梯载神,绝区零UP主激励计划,日常,1966,irrelevant,False,False,no_signal,False,
BV1wVdwBmEgt,1,cm9IA1MmkNX,沧KY招z录,绝区零UP主激励计划,日常,1325,irrelevant,False,False,no_signal,False,
BV1QedwBAEBp,1,fvkky0i8Ia9JM,金谠擅仙池脸PWk6P,绝区零UP主激励计划,日常,1442,irrelevant,False,False,no_signal,False,
BV1obR8BjEWc,1,ia6aorpp5,夜中不能眠,鸣潮创作激励计划,日常,377,irrelevant,False,False,no_signal,False,
BV1dbR8BjETr,1,ia6aor,补风人,鸣潮创作激励计划,日常,396,irrelevant,False,False,no_signal,False,
BV16cRhBsESg,1,ia1jG4g8,长今y,鸣潮创作激励计划,日常,386,irrelevant,False,False,no_signal,False,
BV1y9R8BFEtx,1,Ia25sO2helI,蓝猫不吃胖头鱼,鸣潮创作激励计划,日常,300,irrelevant,False,False,no_signal,False,
BV1PTRtB9EMi,1,忙碌日子也有温馨小事来点缀咯咯ypy0ia゚゚゙゙゚゚゙゚゚゚゙゙゚゙゙゙゚゙゙゚゙゚゙゚゙゙゙゚゙゙゙゙゚゙゙゚゙゚゙゙,ぶトりヨあQおぷ,"生活,游戏,寻找100位非遗手艺人",影视剪辑,80,irrelevant,False,False,no_signal,False,
BV1uoR4BhEpX,1,忙碌之中总有小确幸如星光闪烁嘿嘿ypy0ia゙゚゙゙゚゙゚゙゙゚゚゚゚゚゚゙゙゚゙゚゚゚゚゙゚゚゚゙゚゚゚゚゚゚゙゙゙゚゚゙,ぶトりヨあQおぷ,"生活,游戏,寻找100位非遗手艺人",影视剪辑,243,irrelevant,False,False,no_signal,False,
BV1DhRxBbE7p,1,Item Asylum:我能使用67击败67吗?,IsEXP,"67,物品避难所,roblox,ia",单机游戏,661,irrelevant,False,False,irrelevant_kw:item asylum,False,
BV1VSR4BKEcF,1,84AgmNR6Ia,I圣住公塔,绝区零UP主激励计划,日常,708,irrelevant,False,False,no_signal,False,
BV1n5RxB3EKm,1,hD7Ge0ia6,胡韦7百y君9,绝区零UP主激励计划,日常,1139,irrelevant,False,False,no_signal,False,
BV1f5RxBgEEk,1,hD7Ge0ia6s,s一10,绝区零UP主激励计划,日常,686,irrelevant,False,False,no_signal,False,
BV1wdREBFEsy,1,nv54iA,_侥幸而已,鸣潮创作激励计划,日常,301,irrelevant,False,False,no_signal,False,
BV1qmRJBWE3d,1,大 师 I A - 8,Ampphire,"gt7,gt赛车",赛车,230,irrelevant,False,False,no_signal,False,
BV1ABRyBqE12,1,中法｜人工智能的哲学回响 Implications philosophiques de l&#x27;IA (1),Immaculee__,"YouTube,人工智能,人文,学习,哲学",人文历史,79,irrelevant,False,False,no_signal,False,
BV1HsR1BKEUt,1,71IA55Zl1S,宇宙无敌霹雳汤圆儿,鸣潮创作激励计划,日常,202,irrelevant,False,False,no_signal,False,
BV1tQR1B2Ekj,1,每天都有新发现让生活更精彩!咯咯ypt1ia゚゚゚゙゙゚゚゚゚゚゙゚゙゚゚゙゙゚゙゚゚゚゙゚゙゚゚゚゙゙゙゙゚゚゚゙゚゚゚゙,ぶトりヨあQおぷ,"P5X二周年庆,生活,游戏",影视剪辑,510,irrelevant,False,False,no_signal,False,
BV1iYR1BfEtP,1,每日都有新奇遇让生活充满惊喜!嘀嘀ypt1ia゚゚゚゙゚゚゙゙゙゚゙゚゚゚゚゙゚゙゙゚゙゙゙゚゚゚゙゙゚゙゚゙゙゚゙゙゚゙゚゚,ぶトりヨあQおぷ,"P5X二周年庆,生活,游戏",影视剪辑,532,irrelevant,False,False,no_signal,False,
BV1Z2RkBpES7,1,【GT7】大师驾照IA10金牌,西瓜皮大王0_0,"大师驾照,GT7,保时捷962C,纽博格林北环,赛车游戏",赛车,819,irrelevant,False,False,no_signal,False,
BV1Z2RkBpEe6,1,平凡瞬间中藏着不平凡的感动力量!嘿嘿ypt1ia゚゚゚゚゙゙゙゚゙゚゙゙゚゚゚゙゚゙゙゙゚゙゙゙゙゚゚゙゚゙゚゙゙゚゚゚゚゙゙゙,ぶトりヨあQおぷ,"P5X二周年庆,生活,游戏",影视剪辑,515,irrelevant,False,False,no_signal,False,
BV1ZyRkB9E8p,1,晨光微露每一天都开启全新旅程!咯咯ypt1ia゙゚゙゙゚゙゚゚゙゙゙゙゚゙゙゚゙゙゚゚゚゙゙゚゚゚゙゙゙゚゙゚゚゚゚゚゚゚゙゚,ぶトりヨあQおぷ,"P5X二周年庆,生活,游戏",影视剪辑,535,irrelevant,False,False,no_signal,False,
BV1npRCBfE1z,1,Elon Musk vs. Sam Altman ： le grand procès de l&#x27;IA • FRANCE 24,coyoung,"本土法语,法语视频,法语学习",预告·资讯,192,irrelevant,False,False,no_signal,False,
BV1CLRCBYEut,1,平凡日子因小确幸而光芒四射!嘀嘀ypt1ia゙゚゚゙゚゚゚゚゚゙゚゙゚゚゙゙゙゚゙゙゚゙゙゚゚゙゚゙゙゙゙゚゚゚゙゙゚゙゙゙,ぶトりヨあQおぷ,"生活,游戏,P5X二周年庆",影视剪辑,524,irrelevant,False,False,no_signal,False,
BV1DrRCB1ESZ,1,忙碌之中总有小确幸如星光闪烁!嘿嘿ypt1ia゙゙゙゙゚゙゚゚゙゚゙゙゚゙゙゚゙゙゙゙゚゙゚゙゚゙゚゚゚゙゚゙゙゙゙゚゚゙゚゚,ぶトりヨあQおぷ,"生活,游戏,P5X二周年庆",影视剪辑,511,irrelevant,False,False,no_signal,False,
BV1tmRCBrEz4,1,笑容满面每一天都有美好在发生!咯咯ypt1ia゚゚゙゚゙゚゚゙゙゙゙゚゙゙゚゙゚゙゙゙゚゙゙゚゚゚゚゙゙゚゚゚゚゚゙゚゙゙゙゚,ぶトりヨあQおぷ,"生活,游戏,P5X二周年庆",影视剪辑,533,irrelevant,False,False,no_signal,False,
BV1b2RCBGEqF,1,时光流转间每天都有美好在萌芽!嘀嘀ypt1ia゚゚゚゚゚゙゚゙゙゚゙゚゚゚゙゙゙゚゙゙゙゙゙゚゚゚゚゙゙゙゚゙゚゚゙゚゚゙゙゙,ぶトりヨあQおぷ,"P5X二周年庆,生活,游戏",影视剪辑,515,irrelevant,False,False,no_signal,False,
BV1JTRyBZEA5,1,"2026 Physics IA Tutorial Part 1 Background, Variables, Data, Analysis",IB物理老师Mandy,"国际课程,课程,物理",校园学习,381,irrelevant,False,False,no_signal,False,
BV1SfR6BiE1z,1,每日都有新奇遇让生活充满惊喜!嘿嘿ypt1ia゙゙゙゙゚゚゙゙゙゙゚゚゙゙゚゙゙゚゙゙゚゚゚゙゙゚゚゙゚゚゙゚゚゚゙゙゚゚゚゚,ぶトりヨあQおぷ,"P5X二周年庆,生活,游戏",影视剪辑,538,irrelevant,False,False,no_signal,False,
BV1JARkBXETd,1,[物品避难所]杀的最爽的一集,臭提米,"IA,游戏,roblox物品避难所,物品避难所,item asylum,roblox",日常,764,irrelevant,False,False,irrelevant_kw:物品避难所,False,
BV1pdRrBtE8a,1,悠悠岁月记录我们的成长路!咯咯ypt1ia゙゚゚゙゚゙゙゚゙゙゙゙゚゙゚゚゚゙゚゚゚゙゚゙゚゚゙゙゚゚゙゚゙゚゙゙゚゙゚゙,ぶトりヨあQおぷ,"生活,游戏,P5X二周年庆",影视剪辑,512,irrelevant,False,False,no_signal,False,
BV1f6R6BUEoE,1,不知道（ia垃圾剪辑）：/,这是非常酷的klu,"梗,新人,鬼畜",日常,566,irrelevant,False,False,no_signal,False,
BV165RzBmExQ,1,平凡瞬间闪耀不平凡的微光点点!嘿嘿ypt1ia゚゚゚゚゙゙゙゙゚゙゙゚゚゙゙゚゙゚゙゚゚゚゙゚゚゙゙゙゙゚゚゚゙゚゚゚゙゚゙゙,ぶトりヨあQおぷ,"P5X二周年庆,生活,游戏",影视剪辑,520,irrelevant,False,False,no_signal,False,
BV1UoRBBFEdb,1,日子虽忙但总有小事让人暖!咯咯ypt1ia゚゚゙゙゚゚゙゙゙゚゙゙゚゚゚゚゙゙゙゚゚゙゚゚゙゚゙゙゚゚゙゚゙゙゙゚゚゙゚゚,ぶトりヨあQおぷ,"生活,游戏,P5X二周年庆",影视剪辑,508,irrelevant,False,False,no_signal,False,
BV12wRzBdEGf,1,点滴日常汇聚成美好心灵画卷!嘀嘀ypt1ia゙゚゙゚゙゙゚゚゚゙゚゚゚゙゚゙゙゚゙゙゚゚゙゙゚゚゙゚゙゚゙゚゚゙゚゚゙゚゚゙,ぶトりヨあQおぷ,"P5X二周年庆,生活,游戏",影视剪辑,529,irrelevant,False,False,no_signal,False,
BV1PHRiBjESh,1,每天都有新希望照亮前行的道路!嘿嘿ypt1ia゙゙゙゙゙゚゚゙゙゚゙゙゚゙゙゚゙゙゙゙゙゚゚゙゚゚゚゙゙゚゚゚゙゙゙゚゙゙゙゚,ぶトりヨあQおぷ,"生活,游戏,P5X二周年庆",影视剪辑,505,irrelevant,False,False,no_signal,False,
BV1ctRiBGE1n,1,晨曦微明开启每日新篇章的序幕!咯咯ypt1ia゚゚゙゚゚゙゙゙゚゙゙゙゙゚゙゚゙゙゙゚゙゙゙゚゙゙゙゚゚゚゙゚゙゚゚゙゚゙゙゚,ぶトりヨあQおぷ,"P5X二周年庆,生活,游戏",影视剪辑,513,irrelevant,False,False,no_signal,False,
BV1guRiBsEan,1,悠悠时光里美好时刻常相伴!嘀嘀ypt1ia゚゙゚゚゙゙゙゙゚゙゚゙゙゙゙゚゙゙゙゙゚゚゙゙゙゙゙゙゚゙゙゚゚゙゙゙゙゚゙゙,ぶトりヨあQおぷ,"生活,游戏,P5X二周年庆",影视剪辑,503,irrelevant,False,False,no_signal,False,
BV18QRiBdEtU,1,平凡瞬间中藏着不平凡的感动力量!嘿嘿ypt1ia゚゙゚゙゚゙゙゚゚゙゚゙゚゚゙゙゚゚゙゚゚゙゚゙゚゚゚゚゚゙゚゙゙゚゙゙゙゚゙゙,ぶトりヨあQおぷ,"生活,游戏,P5X二周年庆",影视剪辑,534,irrelevant,False,False,no_signal,False,
BV1QURiBoEqb,1,【小赖ia】最新视频已上线，快来围观！,小赖ia,嘻嘻,动画综合,149,irrelevant,False,False,no_signal,False,
BV1ZeRiBTECL,1,点滴时光汇聚成美好回忆库!咯咯ypt1ia゙゙゙゙゙゚゙゙゙゚゙゚゚゙゙゙゙゚゙゚゚゙゚゚゚゚゙゚゙゙゚゚゙゚゙゚゙゙゚゚,ぶトりヨあQおぷ,"生活,游戏,P5X二周年庆",影视剪辑,508,irrelevant,False,False,no_signal,False,
BV1jBRiBvEtP,1,悠悠时光里美好时刻总在身旁!嘀嘀ypt1ia゚゚゙゚゚゙゙゙゚゙゙゙゚゚゚゙゚゙゙゚゚゙゙゚゙゚゚゚゚゙゙゚゚゙゙゙゚゙゙゙,ぶトりヨあQおぷ,"P5X二周年庆,生活,游戏",影视剪辑,513,irrelevant,False,False,no_signal,False,
BV1dBReBdEcy,1,以色列豪购F-35+F-15IA！中东空中霸权升级,军事观察猿,"工业,中东局势,军事迷,F35,军事装备,军事,美国",科工机械,140,irrelevant,False,False,no_signal,False,
BV196ReBsEFU,1,每天都有新故事为心灵带来滋养!嘿嘿ypt1ia゚゚゙゙゙゙゙゚゙゙゙゙゚゚゙゙゙゙゙゙゚゚゚゙゚゙゙゙゚゚゙゙゙゙゙゙゚゙゙゙,ぶトりヨあQおぷ,"生活,游戏,P5X二周年庆",影视剪辑,509,irrelevant,False,False,no_signal,False,
BV1q3RYBxEmC,1,[item asylum]Bro懂我听的音乐,灿白Meow,"IA,物品庇护所,物品避难所,item asylum,Roblox,roblox",喵星人,1386,irrelevant,False,False,irrelevant_kw:item asylum,False,
BV1T5ReBVEJv,1,我的世界指令还原物品避难所CLAYMAN SPECIMAN 9[迷失海岸杀手介绍],姓核的,"IA,我的世界,SPECIMAN 9,物品避难所,spooky's jump scare,clayman,指令",单机游戏,1051,irrelevant,False,False,irrelevant_kw:物品避难所,False,
BV1dkRPBrEXK,1,【小赖ia】更新啦，赶紧来围观吧！,小赖ia,"纯秀恩爱,我有独特的秀恩爱方式",手机游戏,107,irrelevant,False,False,no_signal,False,
BV1UmRFBQEUR,1,爱梨日记 | Whiplash ia签售梨,LFbaba_1122,"向全世界安利GISELLE,内永绘里,内永枝利,GISELLE,RichMan,吉赛尔",日常,556,irrelevant,False,False,no_signal,False,
BV1o5RcBPEze,1,以色列总理内塔尼亚胡表示：以色列比以往任何时候都更加强大，而且必须始终保持远超敌人的实力。在增强实力方面，我们正在采购两个中队的先进战机：F-35和F-15IA,Laureliniel,"伊斯兰革命卫队,美国,热点观察局,特朗普,真主党,中东,黎巴嫩,伊朗,以色列",日常,392,irrelevant,False,False,no_signal,False,
BV15fRcBPEUr,1,ɘɔilA яoᖷ - oяomɒniƆ [lɘvɘl IAᖷOꓷA],漁魚ゆ,"adofai,冰与火之舞,YouTube",音游,229,irrelevant,False,False,no_signal,False,
BV1hn9fBHE11,1,GT7驾照IA10用手柄玩简直是折磨,画画涂鸦唱歌杀鸡,"ps5主机游戏,GT7,赛车游戏",日常,244,irrelevant,False,False,no_signal,False,
BV1Zu9fBfE3x,1,gt7普通驾照IA10，开了一下午，研究了无数次录像，开了三百多公里终于金牌了😭,你不爱吃小炒肉了吗,"GT7,驾照,赛车游戏",单机游戏,1162,irrelevant,False,False,no_signal,False,
BV1iQ9fBcESA,1,内塔尼亚胡称“可打到伊朗天空”，还要自造军备：F-35配F-15IA的鹰派算盘,浪潮字幕组,"每日英语新闻,全球视野,大国博弈,大国关系,深度解析,双语字幕,特朗普,国际时事,国际局势,英语学习,独立思考,地缘政治",校园学习,154,irrelevant,False,False,no_signal,False,
BV1tp9oBGErC,1,IA型超新星爆炸,缺赞,"自然,科普,科学",科学科普,798,irrelevant,False,False,no_signal,False,
BV1tJ9RBiEfo,1,Ia4Q3C,天才威634,鸣潮创作激励计划,日常,303,irrelevant,False,False,no_signal,False,
BV1bJ9RBiEqn,1,Csbi6ia,这也行还zx,鸣潮创作激励计划,日常,301,irrelevant,False,False,no_signal,False,
BV1Bc9RBUEvG,1,ia1OS3eCppO,狼耳少女,鸣潮创作激励计划,日常,304,irrelevant,False,False,no_signal,False,
BV1Ez9RBXE1f,1,IA3hSg,爱之恒爱,鸣潮创作激励计划,日常,293,irrelevant,False,False,no_signal,False,
BV1qHRjByEg4,1,忍不住剪了一首歌Sur Ia plage II y a des requins,后室小宝贝,"法语,歌曲",日常,186,irrelevant,False,False,no_signal,False,
BV1miR5B4EGP,1,[roblox/IA]第二乐章 殷红迷雾,烤肉丝崩,"IA,物品庇护所,redmist,殷红迷雾,脑叶公司,Roblox",网络游戏,755,irrelevant,False,False,irrelevant_kw:Roblox,False,
BV1C2R5BSES2,1,2WFxdUEi0iA,hzxiao-40,"手游,绘画,游戏",时尚潮流,258,irrelevant,False,False,no_signal,False,
BV19kRVBYEyB,1,IA57rQhRir,百鬼绫目_,鸣潮创作激励计划,日常,301,irrelevant,False,False,no_signal,False,
BV1ekRVBYE3t,1,IA57rQhRir,雒浔,鸣潮创作激励计划,日常,455,irrelevant,False,False,no_signal,False,
BV158RTBEEsc,1,Ia98CZ,f射r案吏主付,重返未来1999创作者激励计划,日常,3687,irrelevant,False,False,no_signal,False,
BV15TRKB5Ekr,1,【GT7】国际驾照A级 IA-5 金牌个人实录 感觉是IA最爽的一题,蜗牛i不会飞,"GT7,驾照,实录,赛车游戏,金牌,挑战",单机游戏,174,irrelevant,False,False,no_signal,False,
BV1y39vBgEhL,1,8ia5BzYR,张佳乐的运气,鸣潮创作激励计划,日常,374,irrelevant,False,False,no_signal,False,
BV1A79vBTEJy,1,xIuQ5Ia,硬玉不及格,鸣潮创作激励计划,日常,480,irrelevant,False,False,no_signal,False,
BV1Ew9eBbEAu,1,IA大作，不被骂就行,入类冰火awa,"像素风,沙盒游戏,我的世界",单机游戏,118,irrelevant,False,False,no_signal,False,
BV1Ae9eBiEa3,1,【中法】边界 Frontière｜神经网络、图像识别｜Intro de l&#x27;IA_SMC_E7,灰尘和山,"图像识别,深度学习,神经网络,AI,人工智能,法语,法语学习,机器学习,边界",计算机技术,161,irrelevant,False,False,no_signal,False,
BV1V99eBXEYG,1,ia完美weegee单刷,艾斯沃特麦冷,"Roblox,教程攻略,单刷",单机游戏,406,irrelevant,False,False,no_signal,False,
BV1kT9hB4ExD,1,ia5nMBWtUfMU,暗之殇黎,鸣潮创作激励计划,日常,301,irrelevant,False,False,no_signal,False,
BV1y19hBhEVT,1,Je1IA8yXJ,愧兰_,鸣潮创作激励计划,日常,302,irrelevant,False,False,no_signal,False,
BV18h9bBAEtT,1,一个乌龟酱06.4.29直播合集,igui露出鸡脚,"IA歌曲,全能音乐挑战赛,吉他弹唱,开口跪,翻唱,一个乌龟酱,simon,rap,流着泪说分手,直播录像",日常,682,irrelevant,False,True,category_gaming,True,无明确信号，仅靠分区'日常'推断
BV1AJ9tBQEfZ,1,点滴小事汇聚成心中的幸福海咯咯ypy0ia゚゙゙゙゚゙゚゚゙゙゙゙゙゚゚゚゚゙゙゚゚゙゚゚゙゚゙゙゙゙゚゚゙゚゙゚゙゚゙゚,ぶトりヨあQおぷ,"寻找100位非遗手艺人,生活,游戏",手工,335,irrelevant,False,False,no_signal,False,
BV1nz9sB3Eh1,1,时光深处藏着无数温暖片段嘀嘀ypy0ia゚゚゙゚゚゙゚゙゙゚゙゚゚゙゙゚゙゚゙゙゚゚゙゚゚゚゙゚゙゚゙゙゙゙゚゙゚゙゙゚,ぶトりヨあQおぷ,"生活,游戏,寻找100位非遗手艺人",手工,178,irrelevant,False,False,no_signal,False,
BV1wE9xByEpG,1,物品避难所新增彩蛋,Justitia_Beta,"物品避难所,Roblox,IA",单机游戏,3337,irrelevant,False,False,irrelevant_kw:物品避难所,False,
BV1ef9SBeEzT,1,【GT7】大师驾照IA9金牌,西瓜皮大王0_0,"大师驾照,GT7,露易丝湖,雪地,赛车游戏,金牌",赛车,129,irrelevant,False,False,no_signal,False,
BV17i9DBuEEp,1,妍熙 Yan Xi (Racing Model 레이싱모델 RQ 網紅車模) - 粵港澳大灣區車展 Innovative Auto Show 2025   IA,hzxiao-89,"模特,香港,韩国",娱乐杂谈,171,irrelevant,False,False,no_signal,False,
BV1Fh9DBCEyF,1,Sexy Back (Racing Model 레이싱모델 RQ 網紅車模) - 粵港澳大灣區車展 Innovative Auto Show 2025   IA,hzxiao-89,"性感,香港,模特",娱乐杂谈,116,irrelevant,False,False,no_signal,False,
BV1mW9CBPEwB,1,w҉̨̩͔̣̉̍͠hó̷̖̕͢’ş̵̲͋͡ y҉̨̳҇̾o̸̱҇͊̆͐͜ur̵̞͔̬͋̔͢͞ b̷̨͔̯̆̓͛͝ia҉̡͕҇̒s̴͔͉͇̈͂͢͞ ?,24slll,"ILLIT,kpop,女团,恐怖,微恐,怪诞,鬼,猎奇",影视剪辑,85,irrelevant,False,False,no_signal,False,
BV1Ls9kByEuu,1,【小赖ia】新作上线，快来看看！,小赖ia,吐槽,手机游戏,128,irrelevant,False,False,no_signal,False,
BV1eLoCBnEwj,1,ia完美klevprime单刷,艾斯沃特麦冷,"Roblox,像素风,沙盒游戏",单机游戏,415,irrelevant,False,False,no_signal,False,
BV1FHoyBKE9Q,1,【GT7】大师驾照IA8金牌,西瓜皮大王0_0,"大师驾照,格兰维利,GT7,赛车游戏",赛车,449,irrelevant,False,False,no_signal,False,
BV1rYozBpEqK,1,贝亲（Pigeon）洗发水沐浴露 含桃叶精华 婴儿洗发沐浴二合一 500ml IA209,晚晚朵朵然,,数码,135,irrelevant,False,False,no_signal,False,
BV1TCo6BvEK3,1,【中国科大寰宇开物天文讲坛】双星系统中的Ia型超新星爆发（云南天文台 柳正伟）,薛永泉老师讲天文,"中国科学技术大学,暗能量,暗物质,天体物理,恒星,黑洞,天文,宇宙,行星,星系",科学科普,678,irrelevant,False,False,no_signal,False,
BV1zyoeBzETC,1,颠覆认知：EGFR突变的IA期肺癌，预后更好,胸外科刘太省医生,"哔需健康,EGFR,肺癌",科学科普,771,irrelevant,False,False,no_signal,False,
BV1oGoiBuE1v,1,ia小资历pr wega失败。,yuan_999666,"物品庇护所,Roblox",单机游戏,730,irrelevant,False,False,no_signal,False,
BV1gaZcBYEVz,1,【GT7】国际驾照A级 IA-10 金牌个人实录,蜗牛i不会飞,"GT7,教程攻略,驾照,实录,赛车游戏,金牌,挑战",单机游戏,198,irrelevant,False,False,no_signal,False,
BV1mPo9BBETc,1,夕阳🌇与风车 伊利诺伊 IL / 爱荷华 IA,追夢天CHEN,"生活记录,快乐,天空,必剪创作,晚霞,风车,记录,夕阳,黄昏",日常,115,irrelevant,False,False,no_signal,False,
BV1L3oRBXEpV,1,合模线 拳击手 B.A.K.IA,胶佬芭蕉桑,"合模线,零非智造,模型制作,超限零点,手办模玩怎么玩？,必剪创作,国产模型,拳击手",日常,392,irrelevant,False,False,no_signal,False,
BV18voQBzEz9,1,【GT7】大师驾照IA7金牌,西瓜皮大王0_0,"大师驾照,GT7,加泰罗尼亚赛道,方程式赛车,赛车游戏",赛车,597,irrelevant,False,False,no_signal,False,
BV1J4QwBPESh,1,【开箱】mini6 ms2蝴蝶｜正规二 ms甜点师＆kms草莓头巾｜mini7 ia3/4幸运卡｜琦lo 特别版专卡＆sr3银发拍｜英专 b版专卡,蜜糖萌萌冰,"vlog,开箱,琦卡,kpop,小卡开箱,宋雨琦,idle",娱乐粉丝创作,7425,irrelevant,False,False,no_signal,False,
BV19UoEBDESz,1,贝亲（Pigeon）桃叶精华 婴儿液体爽身露 家庭装 四季通用 480ml IA286,沈跃才,,数码,110,irrelevant,False,False,no_signal,False,
BV1eCojB7EsA,1,【GT7】大师驾照IA6金牌,西瓜皮大王0_0,"大师驾照,GT7,赛车游戏",赛车,154,irrelevant,False,False,no_signal,False,
BV1EGoLBSEHJ,1,Corrupted Crossroads UST - MEGALO-VEIN-IA (Low HP Veinrunner Vs Stunner LMS),很安详的睡眠的dummy,"Corrupted crossroads,Ust,roblox,cc,YouTube",单机游戏,466,irrelevant,False,False,no_signal,False,
BV1AfoGBDE6M,1,完全分不清是ai还是ia了,啵啵波啵虎,"比熊,AI,汪星人",汪星人,146,irrelevant,False,False,no_signal,False,
BV1c7oMBAEup,1,香港会计师公会 国际联系会员 HKICPA IA,两仪财税,"实务,会员,教育",财经商业,124,irrelevant,False,False,no_signal,False,
BV1vLosBBEzT,1,【GT7】大师驾照IA5-全景山赛道金牌,西瓜皮大王0_0,"大师驾照,全景山赛道,GT7,赛车游戏",赛车,173,irrelevant,False,False,no_signal,False,
BV1KXdSB4Ef8,1,【小赖ia】最新视频上线，求关注！,小赖ia,"原神原神原神,放松",动画综合,123,irrelevant,False,False,no_signal,False,
BV1tkd1B2ESd,1,鸣潮m0Ia1O,花嘞个花呀花,鸣潮创作激励计划,音MAD,376,irrelevant,False,False,irrelevant_kw:鸣潮,False,
BV1QDdyBHE1u,1,IA和Northlan相比 那我觉得还是我们Northlane牛批,lilnirnxctnal444,小视频,日常,355,irrelevant,False,False,no_signal,False,
BV1PkdrBwEQn,1,【小赖ia】UP主初体验，欢迎大家围观！,小赖ia,"原神原神原神,放松",手机游戏,153,irrelevant,False,False,no_signal,False,
BV1hGdYBUECv,1,Circus Baby双马尾少女💖FNAF5姐妹店3D可爱MMD舞蹈动画（イエーオーアーオ）🎪Hal IA - Yeah Oh Ahhh Oh!💃,NoriNori77,"动画播客厅,FNAF,玩具熊的五夜后宫,美少女,同人,二次元,3D,MMD,舞蹈,动画",MMD·3D,3190,irrelevant,False,False,no_signal,False,
BV1wQdpBGEhd,1,冰封一剑！龙落！你且看这一剑帅不帅《剑与远征》,剑与远征狐小鱼,"RPG,二次元,IA特效,剑与远征星河创想家计划,狐小鱼,剑与远征,休闲益智,高燃",手机游戏,924,irrelevant,False,False,category_gaming,True,无明确信号，仅靠分区'手机游戏'推断
BV1P3dVBUEus,1,Ial1JH3ia9eA,吧唾锤,鸣潮创作激励计划,日常,1049,irrelevant,False,False,no_signal,False,
BV1zwd5BCEmd,1,2WFxdUEi0iA,hzxiao-89,"美食,电影,可爱",娱乐杂谈,218,irrelevant,False,False,no_signal,False,
BV1nzd5BEEN6,1,85iA85,光会撒下来吗,绝区零UP主激励计划,日常,399,irrelevant,False,False,no_signal,False,
BV1Fzd5BEEBr,1,85iA85Or9AEJ,橘猫和金鱼姬,绝区零UP主激励计划,日常,423,irrelevant,False,False,no_signal,False,
BV1iaQpBnEnj,1,iA3KHK2vXhLd,相遇前起风,鸣潮创作激励计划,日常,443,irrelevant,False,False,no_signal,False,
BV1X9QJBBEFz,1,【中法】人工智能 Intelligence artificielle｜Intro de l&#x27;IA_SMC_E6,灰尘和山,"法语学习,机器学习,AI,人工智能,法语",人文历史,147,irrelevant,False,False,no_signal,False,
BV1zJQnBDESt,1,啥子10小时被鸡肘晕了 ia完美10小时爆发纪念,艾斯沃特麦冷,"像素风,沙盒游戏,RPG",单机游戏,615,irrelevant,False,False,no_signal,False,
BV1UtQGBVEiK,1,ia beta完美单刷,艾斯沃特麦冷,"Roblox,像素风,沙盒游戏",单机游戏,223,irrelevant,False,False,no_signal,False,
