bvid,page,title,author,tags,category,play_count,regex_content_type,regex_rule,suspicious_reason
BV1HN41137xu,1,【N站/niconico】18首神话曲现再生数,道染-浊尘,"Miku,神话曲,VOCALOID,GUMI,VOCALOIDボーカロイド,IA,必剪创作,n站,wowaka,初音未来",VOCALOID·UTAU,6959,ia_related,nonsong_mixed:神话曲,标题含'神话曲'(非歌曲信号)但tags有音乐标签，需LLM确认
BV1bx411F72U,1,週刊VOCALOID RANKING #255,【存在抹消】,"VOCALOID,SIPPOTAN,激战周,IA封面,周刊VOCALOIDランキング",VOCALOID·UTAU,6886,ia_related,nonsong_mixed:RANKING,标题含'RANKING'(非歌曲信号)但tags有音乐标签，需LLM确认
BV1em4y1J7D3,1,【emon(Tes.) / IA[CeVIO AI]】 バズハラ,IA小天使OFFICIAL,"emon(Tes.),MV,VOCALOID,IA,2023虚拟歌手创作赛,虚拟歌手分享官,CeVIO,1st place,高清MV,VOCALOID・UTAU,CeVIO AI",VOCALOID·UTAU,6882,ia_music,music_weird_title,tags有IA/VOCALOID但标题格式非标准歌曲(clean='バズハラ')，需LLM确认
BV1ax411j7ZD,1,"【SeeU,Uni,Miku,星尘,IA,GUMI】LIKEY【韩语翻唱】",音乐视频转载技术专家,"星尘,SeeU,UNI,또준이,GUMI,VOCALOID,神调教,初音ミク,IA,初音MIKU",VOCALOID·UTAU,6767,ia_music,music_weird_title,tags有IA/VOCALOID但标题格式非标准歌曲(clean='LIKEY')，需LLM确认
BV1iq4y127j5,1,【N站弹幕】或许是2021年第四首vocaloid神话曲？《六兆年零一夜物语》,弟街すいせいofficial,"IA,N站弹幕,vocaloid,vocaloid神话曲",VOCALOID·UTAU,6762,ia_related,nonsong_mixed:神话曲,标题含'神话曲'(非歌曲信号)但tags有音乐标签，需LLM确认
BV1gZ4y1L7GE,1,IA,rotbala,"茜色フッテージ,VOCALOID,亜沙,IA,りゅうせー",VOCALOID·UTAU,3377,ia_music,music_weird_title,tags有IA/VOCALOID但标题格式非标准歌曲(clean='IA')，需LLM确认
BV1K7BnYiEjX,1,orangestar(蜜柑星P)术曲N站播放量排行Top1-20,-枫枫Kaede-,"AliceIn冷冻库,初音ミク,黎明前线,orangestar,IA,明日的夜空哨戒班,n-buna,空奏列车,VOCALOID,Henceforth",VOCALOID·UTAU,6750,ia_related,nonsong_mixed:排行,标题含'排行'(非歌曲信号)但tags有音乐标签，需LLM确认
BV1JnU1BjEvs,1,"【初音ミク, IA】ORIGIN【YΩAKE_P】",零崎魍織,"ORIGIN,無色透名祭3,VOCALOID,YΩAKE_P,初音ミク,IA",VOCALOID·UTAU,109,ia_music,music_weird_title,tags有IA/VOCALOID但标题格式非标准歌曲(clean='ORIGIN')，需LLM确认
BV14NU1B4ED7,1,"【初音ミク, IA】空白列車【YΩAKE_P】",零崎魍織,"無色透名祭3,空白列車,so45520513,IA,初音ミク,YΩAKE_P",VOCALOID·UTAU,109,ia_music,music_weird_title,tags有IA/VOCALOID但标题格式非标准歌曲(clean='空白列車')，需LLM确认
BV1WuU1B9E2A,1,"【初音ミク, IA】他愛【ねぎま】",零崎魍織,"初音ミク,ねぎま,IA,他愛,無色透名祭3,so45512624,VOCALOID",VOCALOID·UTAU,89,ia_music,music_weird_title,tags有IA/VOCALOID但标题格式非标准歌曲(clean='他愛')，需LLM确认
BV1ygUwBPEs6,1,【OИE】夢と葉桜【Cevio cover】,鋼鉄ノ鳥,"ONE,OИE,IA",VOCALOID·UTAU,413,ia_music,music_weird_title,tags有IA/VOCALOID但标题格式非标准歌曲(clean='夢と葉桜')，需LLM确认
BV1jUUWBmE8u,1,"【初音ミク, v flower, IA, VY1】輝いた背中に【もぎもぎ@スマホP】",零崎魍織,"VOCALOID,無色透名祭3,輝いた背中に,VY1,初音ミク,v flower,IA,so45516118,もぎもぎ@スマホP",VOCALOID·UTAU,73,ia_music,music_weird_title,tags有IA/VOCALOID但标题格式非标准歌曲(clean='輝いた背中に')，需LLM确认
BV1L2UHB3EyQ,1,"【初音ミク, IA, 役ついな】コンビニ探検【タコヤキ３９】",零崎魍織,"初音ミク,so45521068,無色透名祭3,役ついな,VOCALOID,タコヤキ３９,so45521323,IA",VOCALOID·UTAU,64,ia_music,music_weird_title,tags有IA/VOCALOID但标题格式非标准歌曲(clean='コンビニ探検')，需LLM确认
BV14fUJBsEzr,1,"【初音ミク, IA】風星【人問p】",零崎魍織,"人問p,so45512581,無色透名祭3,IA,風星,VOCALOID,初音ミク",VOCALOID·UTAU,102,ia_music,music_weird_title,tags有IA/VOCALOID但标题格式非标准歌曲(clean='風星')，需LLM确认
BV1E8U7BiE9V,1,"【初音ミク, IA, 紲星あかり】ごめんね【暁დ】",零崎魍織,"IA,初音ミク,無色透名祭3,紲星あかり,暁დ,so45511901,VOCALOID,ごめんね",VOCALOID·UTAU,148,ia_music,music_weird_title,tags有IA/VOCALOID但标题格式非标准歌曲(clean='ごめんね')，需LLM确认
BV1n4U7BBEoM,1,"【v flower, IA】川崎飼猫【無色透名祭3】",ロウワー,"so45525208,IA,川崎飼猫,v flower,無色透名祭3",VOCALOID·UTAU,193,ia_music,music_weird_title,tags有IA/VOCALOID但标题格式非标准歌曲(clean='川崎飼猫')，需LLM确认
BV11VULBzEXg,1,【 IA】メイ【Qeiru】,茜色怀旧,"Qeiru,ia,VOCALOID",VOCALOID·UTAU,1085,ia_music,music_weird_title,tags有IA/VOCALOID但标题格式非标准歌曲(clean='メイ')，需LLM确认
BV1HpULBeEro,1,"【初音ミク, IA】瓶颈【鬱桑型】",精神安定剤,"鬱桑型,IA,VOCALOID,初音ミク,ボトルネック,無色透名祭3",VOCALOID·UTAU,2303,ia_music,music_weird_title,tags有IA/VOCALOID但标题格式非标准歌曲(clean='瓶颈')，需LLM确认
BV16bCXBxE11,1,"【音街ウナ, 重音テト &amp; IA】モウラ【ごどね】",百合咲奈奈,"音街ウナ,重音テト,ごどね,IA,VOCALOID,sm45631894,モウラ",VOCALOID·UTAU,120,ia_music,music_weird_title,tags有IA/VOCALOID但标题格式非标准歌曲(clean='モウラ')，需LLM确认
BV1RnC9BSEmw,1,【たかむらひびき&amp;IA&amp;ONE&amp;知声】宙の残像【たかむらひびき】,零崎魍織,"ONE,VOCALOID,知声,たかむらひびき,宙の残像,IA,宇宙楽曲投稿祭2025",VOCALOID·UTAU,50,ia_music,music_weird_title,tags有IA/VOCALOID但标题格式非标准歌曲(clean='宙の残像')，需LLM确认
BV1qeCTBsEDD,1,【初音ミク &amp; IA】サマーエコー【ao】,零崎魍織,"IA,VOCALOID,初音ミク,サマーエコー,ao",VOCALOID·UTAU,164,ia_music,music_weird_title,tags有IA/VOCALOID但标题格式非标准歌曲(clean='サマーエコー')，需LLM确认
BV1wXCWB7ESU,1,姐姐你玩摇滚，你玩它有啥用啊！,鋼鉄ノ鳥,"二手玫瑰,IA,仙儿",VOCALOID·UTAU,766,ia_music,music_only_ia,tags仅有'IA'但无VOCALOID/歌姬标签，IA可能是笔误或非虚拟歌姬(clean='姐姐你玩摇滚，你玩它有啥用啊！')，需LLM确认
BV18h1pB8Ezb,1,【Shadow AI翻唱】《夜咄ディセイブ》,梦溪还在梦里_,"IA,SONIC,Shadow the Hedgehog,じん（自然の敌P）,じん,夜咄ディセイブ,刺猬索尼克,AI翻唱,Sonic,夏特",VOCALOID·UTAU,260,ia_music,music_only_ia,tags仅有'IA'但无VOCALOID/歌姬标签，IA可能是笔误或非虚拟歌姬(clean='《夜咄ディセイブ》')，需LLM确认
BV1Ai1EB6E8W,1,【短的小剧场】哼哼啊啊啊啊啊啊啊啊,鋼鉄ノ鳥,"哭泣少女乐队,雑踏、僕らの街,ONE,IA",VOCALOID·UTAU,1337,ia_related,nonsong_mixed:小剧场,标题含'小剧场'(非歌曲信号)但tags有音乐标签，需LLM确认
BV1on1iBCETc,1,同人演唱会Vocaloid medley 2025,想要诱拐一只KAITO回家,"巡音ルカ,LIVE,VOCALOID,鏡音リン,KAITO,初音ミク,鏡音レン,GUMI,重音テト,IA",VOCALOID·UTAU,1368,ia_related,nonsong_mixed:演唱会,标题含'演唱会'(非歌曲信号)但tags有音乐标签，需LLM确认
BV1x6yUBxEoi,1,【初音ミク×IA】未確定セオリー【晴れ宿り】,零崎魍織,"IA,未確定セオリー,VOCALOID,sm45567641,晴れ宿り,初音ミク",VOCALOID·UTAU,119,ia_music,music_weird_title,tags有IA/VOCALOID但标题格式非标准歌曲(clean='未確定セオリー')，需LLM确认
BV18zsBzqERN,1,纳米砧板，小葵,源Kelvin,"结月缘,ONE,琴叶葵,琴叶茜,VOCALOID,VOICEROID,绁星灯,MMD,弦卷真纪,IA",VOCALOID·UTAU,3531,ia_music,music_weird_title,tags有IA/VOCALOID但标题格式非标准歌曲(clean='纳米砧板，小葵')，需LLM确认
BV1UMWfzsE12,1,【av823300】旋转吧！雪月花【初音ミク IA 結月ゆかり】,句号_OvO,"机巧少女不会受伤,IA,結月ゆかり,av823300,VOCALOID,回レ！雪月花,初音ミク",VOCALOID·UTAU,3324,ia_music,music_weird_title,tags有IA/VOCALOID但标题格式非标准歌曲(clean='旋转吧！雪月花')，需LLM确认
BV1AmWEzqEMm,2,IA,枝田摩,"IA,野々村竜太郎,VOCALOID,初音ミク,TALKLOID,野野村龙太郎,野々村議員を～で弾いてみたシリーズ,トークロイド",VOCALOID·UTAU,112,ia_music,music_weird_title,tags有IA/VOCALOID但标题格式非标准歌曲(clean='IA')，需LLM确认
BV1Lr4izLEtF,1,【flower、IA】sign【カゲノソラ】,零崎魍織,"VOCALOID,IA,sign,vflower,カゲノソラ",VOCALOID·UTAU,72,ia_music,music_weird_title,tags有IA/VOCALOID但标题格式非标准歌曲(clean='sign')，需LLM确认
BV1fE4TzqEQ5,2,IA独唱,鋼鉄ノ鳥,"IA,OИE",VOCALOID·UTAU,222,ia_music,music_weird_title,tags有IA/VOCALOID但标题格式非标准歌曲(clean='IA独唱')，需LLM确认
BV16FHnz8EBZ,1,【初音ミク・VY1・IA】 ポラワー 【おきろんえ】,せいさく,"VOCALOID,初音ミク",VOCALOID·UTAU,249,ia_music,music_weird_title,tags有IA/VOCALOID但标题格式非标准歌曲(clean='ポラワー')，需LLM确认
BV1rW411x7Zw,1,【VY1】3月5日の光【傘村トータ】,手速超快的初总,"傘村トータ,VOCALOID,結月ゆかり,VOCALOID卒業曲集,3月5日の光,IA_-ARIA_ON_THE_PLAN,VY1オリジナル曲,VOCALOID新曲リンク,卒業ソング",VOCALOID·UTAU,1831,ia_music,music_weird_title,tags有IA/VOCALOID但标题格式非标准歌曲(clean='3月5日の光')，需LLM确认
BV1Hs411o7Q3,1,【KAITO&amp;IA】前夜祭的篝火,朔十六,"IAオリジナル曲,前夜祭,KAITOオリジナル曲,VOCALOID,MAYUKO,KAITO",VOCALOID·UTAU,788,ia_music,music_weird_title,tags有IA/VOCALOID但标题格式非标准歌曲(clean='前夜祭的篝火')，需LLM确认
BV1N44y1o7oC,1,【初音ミク＆IA】君の世界忘却【Maru】,甜茶雪酱,"初音ミク,虚拟歌手,初音未来,オリジナル曲,IA,VOCALOID",VOCALOID·UTAU,756,ia_music,music_weird_title,tags有IA/VOCALOID但标题格式非标准歌曲(clean='君の世界忘却')，需LLM确认
BV1ms411Z7fp,1,【KAITO·IA】花朵与你与约定,CHS.,"IAオリジナル曲,KAITOオリジナル曲,KAITO_V3,VOCALOID",VOCALOID·UTAU,675,ia_music,music_weird_title,tags有IA/VOCALOID但标题格式非标准歌曲(clean='花朵与你与约定')，需LLM确认
BV14P411A7Zx,1,案内屋さん,imitate_archives,"結月ゆかり,VOCALOIDオリジナル曲,vy1,vflower,IA,初音ミク,v_flower,vy2,界隈曲,VOCALOID",VOCALOID·UTAU,617,ia_music,music_weird_title,tags有IA/VOCALOID但标题格式非标准歌曲(clean='案内屋さん')，需LLM确认
BV1Px411F7WF,1,【初音未来×IA】 Floral 【PV付】,缇特斯,"FLORAL,VOCALOID,原创曲,オリジナル,IA,初音MIKU",VOCALOID·UTAU,546,ia_music,music_weird_title,tags有IA/VOCALOID但标题格式非标准歌曲(clean='Floral')，需LLM确认
BV1xz411b72U,1,深天 / IA,手速超快的初总,"VOCALOID,ia_-aria_on_the_plan,iaオリジナル曲,クロウサギ,vocaloid新曲リンク,vocaloidオリジナル曲",VOCALOID·UTAU,539,ia_music,music_weird_title,tags有IA/VOCALOID但标题格式非标准歌曲(clean='深天 / IA')，需LLM确认
BV17s411f76x,1,【KAITO&amp;IA】 蝉時雨,CHS.,"VOCALOID,KAITOオリジナル曲,IAオリジナル曲",VOCALOID·UTAU,405,ia_music,music_weird_title,tags有IA/VOCALOID但标题格式非标准歌曲(clean='蝉時雨')，需LLM确认
BV1ns411o7pe,1,【ZOLA_PROJECT】山葵粉砕祭,CHS.,"ZOLA_PROJECT,VOCALOID,VOCAROCK,ZOLAオリジナル曲,CUL,IA_-ARIA_ON_THE_PLA",VOCALOID·UTAU,389,ia_music,music_weird_title,tags有IA/VOCALOID但标题格式非标准歌曲(clean='山葵粉砕祭')，需LLM确认
BV1AT41187xK,1,【初音ミク・結月ゆかり・GUMI・IA】生日快乐【Ｐ．Ｌ．Ａ．Ｍ．】,咸鱼味pudding233,"GUMI,お友達お祝い曲,GUMIオリジナル曲,ミクオリジナル曲,初音ミク,Ｐ．Ｌ．Ａ．Ｍ．,結月ゆかり,IA,IAオリジナル曲,ゆかりオリジナル曲",VOCALOID·UTAU,299,ia_music,music_weird_title,tags有IA/VOCALOID但标题格式非标准歌曲(clean='生日快乐')，需LLM确认
BV1xx411F7NG,1,【Galaco＋IA】Cosmic Cruise,上甘玲Official,"ギャラ子オリジナル曲,ギャラ子,IA_-ARIA_ON_THE_PLANETES-,IAオリジナル曲,VOCALOID",VOCALOID·UTAU,294,ia_related,nonsong_mixed:COS,标题含'COS'(非歌曲信号)但tags有音乐标签，需LLM确认
BV1Gx411c7RT,1,IA - 独白,归影,"VOCALOIDオリジナル曲,세시린,VOCALOID,IA,독백",VOCALOID·UTAU,267,ia_music,music_weird_title,tags有IA/VOCALOID但标题格式非标准歌曲(clean='IA - 独白')，需LLM确认
BV13J4m1772y,1,【重音テト＆IAオリジナル曲】PUZZLE,DefokoQ,"IA,重音テト,重音テトSV",VOCALOID·UTAU,262,ia_music,music_weird_title,tags有IA/VOCALOID但标题格式非标准歌曲(clean='PUZZLE')，需LLM确认
BV1nx411x7Wi,1,【音街ウナ・IA】Q&amp;A【蓮八】,BlueEvenfall,"IA,Q&A,IA_-ARIA_ON_THE_PLAN,VOCAROCK,良曲,蓮八,音街ウナ,VOCALOID,オリジナル曲,2℃様",VOCALOID·UTAU,208,ia_music,music_weird_title,tags有IA/VOCALOID但标题格式非标准歌曲(clean='Q&amp;A')，需LLM确认
BV1Zs41187Fz,1,【ＩＡ】歌唱的美丽【Ｂ　Ｇ】,羊小星,"IAオリジナル曲,ＩＡ,VOCALOID,Ｂ Ｇ,ボカロバラード",VOCALOID·UTAU,208,ia_music,music_weird_title,tags有IA/VOCALOID但标题格式非标准歌曲(clean='歌唱的美丽')，需LLM确认
BV1fW411b7vw,1,【初音ミクV4X×IA】真実の形【オリジナル曲】,zunx2,"miku,vocaloid,IA",VOCALOID·UTAU,196,ia_music,music_weird_title,tags有IA/VOCALOID但标题格式非标准歌曲(clean='真実の形')，需LLM确认
BV1XF41147jY,1,ひととき - IA - VOCALOIDオリジナル曲,百合咲奈奈,うめずまこと,VOCALOID·UTAU,54,ia_music,category_vocaloid,无明确信号，仅靠分区'VOCALOID·UTAU'推断为ia_music
BV1Ba411z7eh,1,「魚が死んだ」　IAオリジナル曲,konomi233,"sm30265407,BCNO",VOCALOID·UTAU,132,ia_music,category_vocaloid,无明确信号，仅靠分区'VOCALOID·UTAU'推断为ia_music
BV1sq4y1m7sF,1,おすしの歌　VOCALOIDオリジナル曲,音无亚莉亚,"夕凪もぐらちゃん,IA",VOCALOID·UTAU,23,ia_music,music_only_ia,tags仅有'IA'但无VOCALOID/歌姬标签，IA可能是笔误或非虚拟歌姬(clean='おすしの歌　VOCALOIDオリジナル曲')，需LLM确认
BV17q4y1f78H,1,【GUMI/ IA】笨蛋！！【うっきーP】,咸鱼味pudding233,"vocaloid戦場入り,GUMIオリジナル曲,IA_-ARIA_ON_THE_PLAN,GUMI＆IAリンク,うっきーP,GUMI,IA",VOCALOID·UTAU,79,ia_music,music_weird_title,tags有IA/VOCALOID但标题格式非标准歌曲(clean='笨蛋！！')，需LLM确认
BV1MK4y1G7Ep,1,YOSSHAAAAA!!!!!,辰志朗,"IAオリジナル曲,ゆかりオリジナル曲,VOCALOID",VOCALOID·UTAU,133,ia_music,music_weird_title,tags有IA/VOCALOID但标题格式非标准歌曲(clean='YOSSHAAAAA!!!!!')，需LLM确认
BV1Yi4y1F7bk,1,"『再弱』- ラムネ feat,IA　【オリジナル曲】 Short",百合咲奈奈,"ラムネ,IA",VOCALOID·UTAU,69,ia_music,music_only_ia,"tags仅有'IA'但无VOCALOID/歌姬标签，IA可能是笔误或非虚拟歌姬(clean='『再弱』- ラムネ feat,IA　 Short')，需LLM确认"
BV1hJ411t78f,1,【やっぱロドリゲス】川岸の舟【アルバムPV】,光速搬运bot,"VOCALOIDオリジナル曲,兎眠りおん,IA_-ARiA_ON_THE_PLANETES-,GUMI,VOCALOID,やっぱロドリゲス",VOCALOID·UTAU,45,ia_music,music_weird_title,tags有IA/VOCALOID但标题格式非标准歌曲(clean='川岸の舟')，需LLM确认
BV1tE411q7D7,1,IAオリジナル曲 『そら』 - ニコニコ動画,neneneneneneneko,IA,VOCALOID·UTAU,33,ia_music,music_only_ia,tags仅有'IA'但无VOCALOID/歌姬标签，IA可能是笔误或非虚拟歌姬(clean='IAオリジナル曲 『そら』 - ニコニコ動画')，需LLM确认
BV1xJ411u7tM,1,【GUMI＆IA】1999-judgement-【オリジナル曲】 - ニコニコ動画,neneneneneneneko,IA,VOCALOID·UTAU,20,ia_music,music_only_ia,tags仅有'IA'但无VOCALOID/歌姬标签，IA可能是笔误或非虚拟歌姬(clean='1999-judgement- - ニコニコ動画')，需LLM确认
BV18x41127xQ,1,【がくっぽいど·IA】空雫【行商人P】,新月星雨,"茄子,がくっぽいど,Vocaloid,オリジナル曲,IA",VOCALOID·UTAU,90,ia_music,music_weird_title,tags有IA/VOCALOID但标题格式非标准歌曲(clean='空雫')，需LLM确认
BV1tjRjYBECD,1,【AI】テトリス/俄罗斯方块（IA-Cover）,白川あずさ,"翻唱,AI音乐征集大赛·2025第二期,COVER,手书,AI音乐征集大赛",VOCALOID·UTAU,3051,ia_music,category_vocaloid,无明确信号，仅靠分区'VOCALOID·UTAU'推断为ia_music
BV1cD4y1c7vx,1,【鏡音リン·レン/翻唱】六兆年と一夜物語（翻自 KEMU VOXX＆IA）,贺羽愔,"翻调,镜音双子,IA,六兆年と一夜物語,六兆年,KEMU,镜音铃,歌曲,新人,镜音连",VOCALOID·UTAU,2290,ia_music,music_only_ia,tags仅有'IA'但无VOCALOID/歌姬标签，IA可能是笔误或非虚拟歌姬(clean='六兆年と一夜物語（翻自 KEMU VOXX＆IA）')，需LLM确认
