bvid,page,title,author,tags,category,play_count,regex_content_type,regex_is_game,regex_is_cover,regex_rule,suspicious_reason
BV1vCRSBBEDA,1,【深空之眼】当正宫穿着婚纱来KTV包厢找你😨 Conqueror—薇儿丹蒂,哆啦熊宝,"IA,深空之眼MMD,深空之眼,薇儿丹蒂,MMD,薇儿,conqueror",MMD·3D,1023,ia_music,False,False,music_only_ia,tags仅有'IA'但无VOCALOID/歌姬标签，IA可能是笔误或非虚拟歌姬(clean='当正宫穿着婚纱来KTV包厢找你😨 Conqueror—薇儿丹')，需LLM确认
BV1fhdMBbEtT,1,“来了云南才知道的地方”！,拉拉在线听看,"音乐分享官,创作灵感,生活记录,IA,云南,旅游,大理,丽江,记录,原创",音乐综合,175,ia_related,False,False,nonsong_mixed:来了,标题含'来了'(非歌曲信号)但tags有音乐标签，需LLM确认
BV1EdduBwECU,1,【ONE/IA歌曲推荐】CITRUS,九点半小时后,"IA,虚拟歌姬,ONE,歌曲,citrus,Orangestar,歌曲推荐",音乐综合,203,ia_related,False,False,nonsong_mixed:推荐,标题含'推荐'(非歌曲信号)但tags有音乐标签，需LLM确认
BV1W5dPBREET,1,HIPPI - 黄金海岸【绘画过程】,松江CC,"虚拟歌手,虚拟歌姬,绘画过程,板绘,HIPPI,IA小天使OFFICIAL",绘画,352,ia_related,False,False,nonsong_mixed:绘画,标题含'绘画'(非歌曲信号)但tags有音乐标签，需LLM确认
BV1QvdwBaEPq,1,坐上王座的IA居然……,孽虚烟呀,"IA,直播切片",单机游戏,88,ia_music,False,False,music_only_ia,tags仅有'IA'但无VOCALOID/歌姬标签，IA可能是笔误或非虚拟歌姬(clean='坐上王座的IA居然……')，需LLM确认
BV1yzRWBLECo,1,神秘的外星人剑术,孽虚烟呀,"IA,朋友收集,直播切片,东北伊达子",单机游戏,94,ia_music,False,False,music_only_ia,tags仅有'IA'但无VOCALOID/歌姬标签，IA可能是笔误或非虚拟歌姬(clean='神秘的外星人剑术')，需LLM确认
BV1EbRpBPEyN,1,IA的神秘走秀,孽虚烟呀,"朋友收集,直播切片,IA",单机游戏,569,ia_music,False,False,music_only_ia,tags仅有'IA'但无VOCALOID/歌姬标签，IA可能是笔误或非虚拟歌姬(clean='IA的神秘走秀')，需LLM确认
BV1QoRkB1Eyy,1,对缘弹琴,孽虚烟呀,"直播切片,结月缘,IA",单机游戏,84,ia_music,False,False,music_weird_title,tags有IA/VOCALOID但标题格式非标准歌曲(clean='对缘弹琴')，需LLM确认
BV1zyRkBRELv,1,夫妻相这一块,孽虚烟呀,"朋友收集,直播切片,结月缘,IA",单机游戏,215,ia_music,False,False,music_weird_title,tags有IA/VOCALOID但标题格式非标准歌曲(clean='夫妻相这一块')，需LLM确认
BV1vERvBbEjs,1,古筝弹了超次元愛歌【Orangestar/IA】,溁_,"IA,翻奏,古筝,超次元愛歌,Orangestar,橙星,蜜柑星",演奏,697,ia_music,False,False,music_only_ia,tags仅有'IA'但无VOCALOID/歌姬标签，IA可能是笔误或非虚拟歌姬(clean='古筝弹了超次元愛歌')，需LLM确认
BV19PRPBBEdz,1,[maimai|Fanmade] POLꓘAMAИIA AP,山支Mayotta,"POLꓘAMAИIA,自制谱,MAIMAI,かめりあ,ななひら,音乐游戏,AP",音游,530,ia_related,True,False,fallback,无任何明确信号，默认归为ia_related
BV1BnRNB1E5u,1,【可露凯】残響ディスタンス,文昌鸡desu,"动画种草激励计划,可露凯,少女前线,手游,IA,可爱,416,二次元,MMD,动画",MMD·3D,885,ia_music,False,False,music_only_ia,tags仅有'IA'但无VOCALOID/歌姬标签，IA可能是笔误或非虚拟歌姬(clean='残響ディスタンス')，需LLM确认
BV1RG9fBoE89,1,Invent Animate——Cloud Cascade breakdown,pseudossiah,"IA,swancore,breakdown,后核,COVER,翻弹,吉他,电吉他",演奏,603,ia_music,False,True,music_only_ia,tags仅有'IA'但无VOCALOID/歌姬标签，IA可能是笔误或非虚拟歌姬(clean='Invent Animate——Cloud Cascade ')，需LLM确认
BV1489fBLEd5,1,术人狂喜！给新术人打破术圈固有观念！这些老歌听过没？,LUCKYDAY--__,"IA,镜音铃,镜音双子,初音未来,VOCALOID,クエン酸,Hitorie,sasakure.U.K,Mayu,Nem",日常,7353,ia_music,False,False,music_weird_title,tags有IA/VOCALOID但标题格式非标准歌曲(clean='术人狂喜！给新术人打破术圈固有观念！这些老歌听过没？')，需LLM确认
BV12Q9ZB3EnJ,1,真夏と少年の天ノ川戦争-Orangestar/IA，热心市民C先生演奏,时光与快乐并存,"COVER,翻弹,Orangestar/IA,吉他,真夏と少年の天ノ川戦争,电吉他教学,电吉他",演奏,1898,ia_related,False,True,fallback,无任何明确信号，默认归为ia_related
BV1E7RjB7Eju,1,IA不像演的,孽虚烟呀,"直播切片,OИE,IA,天然,ONE",单机游戏,739,ia_music,False,False,music_weird_title,tags有IA/VOCALOID但标题格式非标准歌曲(clean='IA不像演的')，需LLM确认
BV1HXRjBWEaJ,1,追随逃跑的公交站的三人——MII新闻,孽虚烟呀,"IA,直播切片,琴叶葵,琴叶茜",单机游戏,223,ia_related,False,False,nonsong_mixed:新闻,标题含'新闻'(非歌曲信号)但tags有音乐标签，需LLM确认
BV1UaRGBHEpp,1,珍奇生物小OИE模拟兽发现！——MII新闻,孽虚烟呀,"朋友收集,IA,ONE,可爱,OИE,琴叶茜,沙雕",单机游戏,2139,ia_related,False,False,nonsong_mixed:新闻,标题含'新闻'(非歌曲信号)但tags有音乐标签，需LLM确认
BV1v8RTB7E3i,1,【拆解学唱】赏月独奏会,这世间所有的深白,"音乐分享官,賞月Recital,阳炎project,赏月组,赏月独奏会,オツキミリサイタル,自然之敌P,目隐都市的演绎者,IA",翻唱,450,ia_music,False,False,music_only_ia,tags仅有'IA'但无VOCALOID/歌姬标签，IA可能是笔误或非虚拟歌姬(clean='赏月独奏会')，需LLM确认
BV1TsRMB6Eaz,1,要和小熊一起去兜风吗&gt;ω&lt;《Conqueror》,珂赛特Cosette,"Milfy,VRChat,Conqueror,Cyber,IA,3D,MMD",翻唱,1333,ia_music,False,False,music_only_ia,tags仅有'IA'但无VOCALOID/歌姬标签，IA可能是笔误或非虚拟歌姬(clean='要和小熊一起去兜风吗&gt;ω&lt;《Conqueror》')，需LLM确认
BV1dCRKBUEf1,1,IA大作,入类冰火awa,"IA,我的世界",单机游戏,115,ia_music,False,False,music_only_ia,tags仅有'IA'但无VOCALOID/歌姬标签，IA可能是笔误或非虚拟歌姬(clean='IA大作')，需LLM确认
BV1TW9eBVEkm,1,【死神袭来】光学迷彩皮肤演奏瞬息全宇宙《Godless times》,耶朋咒召唤术,"Rings of Saturn,土星环,光与影,8弦,六兆年,IA,死神,演奏,电吉他,COSPLAY",演奏,486,ia_music,False,True,music_only_ia,tags仅有'IA'但无VOCALOID/歌姬标签，IA可能是笔误或非虚拟歌姬(clean='光学迷彩皮肤演奏瞬息全宇宙《Godless times》')，需LLM确认
BV1Ei9aB4EBQ,1,【绘画过程】【ia】“泣かないで、まだ行かないで。”🏖🕊,Yoshino香草折耳根,"画师热点情报站,明日方舟,绘画过程,同人,术力口,绘画,可爱,VOCALOID,ia,orangestar",绘画,995,ia_related,False,False,nonsong_mixed:绘画,标题含'绘画'(非歌曲信号)但tags有音乐标签，需LLM确认
BV1B79hBSEDG,1,这就是镜流姐姐还没有深陷魔阴身时候吗，当初可就是为了镜流姐姐入坑的崩铁啊来欣赏两段镜流姐姐的舞剑,灬安心丶,"崩坏：星穹铁道创作者激励计划,镜流,ia,舞剑",日常,418,ia_music,False,False,music_only_ia,tags仅有'IA'但无VOCALOID/歌姬标签，IA可能是笔误或非虚拟歌姬(clean='这就是镜流姐姐还没有深陷魔阴身时候吗，当初可就是为了镜流姐姐')，需LLM确认
BV18h9bBAEtT,1,一个乌龟酱06.4.29直播合集,igui露出鸡脚,"IA歌曲,全能音乐挑战赛,吉他弹唱,开口跪,翻唱,一个乌龟酱,simon,rap,流着泪说分手,直播录像",日常,682,irrelevant,False,True,category_gaming,无明确信号，仅靠分区'日常'推断
BV1tg9UBEEY8,1,【锁屏可打/EXPERT】Henceforth,セカイヘ,"锁屏可打,录屏,IA,Henceforth,Project SEKAI,Orangestar,EX",音游,389,ia_music,True,False,music_only_ia,tags仅有'IA'但无VOCALOID/歌姬标签，IA可能是笔误或非虚拟歌姬(clean='Henceforth')，需LLM确认
BV1Tj9rBwECw,1,家里蹲小缘的忧愁【VOICEROID剧场】*もりもり,猫猫抱玩偶,"もりもり,voiceroid,结月缘,IA",配音,983,ia_related,False,False,nonsong_mixed:剧场,标题含'剧场'(非歌曲信号)但tags有音乐标签，需LLM确认
BV1zQ9BB6Ejh,1,IA,幽烛灯,"画画画画画,指绘,摸鱼,IA,绘画过程,同人,绘画,原创",绘画,142,ia_music,False,False,music_only_ia,tags仅有'IA'但无VOCALOID/歌姬标签，IA可能是笔误或非虚拟歌姬(clean='IA')，需LLM确认
BV11Ro2BnELg,1,荷兰死核distant乐队cover技术死IA段落:Decapitation fornication,SmirkSK,"死核,IA,COVER,翻弹,荷兰,技术",音乐教学,342,ia_music,False,True,music_only_ia,tags仅有'IA'但无VOCALOID/歌姬标签，IA可能是笔误或非虚拟歌姬(clean='荷兰死核distant乐队cover技术死IA段落:Deca')，需LLM确认
BV1M2okB3Euf,1,【吉他谱】八十八鍵の宇宙 - Orangestar_Acoustic cover（TAB）,INI蜜柑,"吉他谱,吉他弹唱,剪辑,ia,orangestar,蜜柑星,记录",演奏,504,ia_music,False,True,music_only_ia,tags仅有'IA'但无VOCALOID/歌姬标签，IA可能是笔误或非虚拟歌姬(clean='八十八鍵の宇宙 - Orangestar_Acoustic ')，需LLM确认
BV1wQo6BFECi,1,【WOTA艺】未完成タイムリミッター,一把小刀w,"Orangestar,IA,闲打,未完成タイムリミッター,WOTA艺,WOTA,宅舞,练习",宅舞,365,ia_related,False,False,nonsong_mixed:WOTA艺,标题含'WOTA艺'(非歌曲信号)但tags有音乐标签，需LLM确认
BV12ZoqBtEGD,1,我不是IA,黛苓,"IA,抽象",日常,178,ia_music,False,False,music_only_ia,tags仅有'IA'但无VOCALOID/歌姬标签，IA可能是笔误或非虚拟歌姬(clean='我不是IA')，需LLM确认
BV1nsovBGE1D,1,[卡拉OK字幕] 空想フォレスト,階堂蜜花,"自然の敵P,空想フォレスト,目隐都市的演绎者,IA,じん,VOCALOID,卡拉OK",MV,209,ia_music,False,False,music_weird_title,tags有IA/VOCALOID但标题格式非标准歌曲(clean='空想フォレスト')，需LLM确认
BV1Q2oZBxEyW,1,四月是5k的谎言,目撃-ミク31世_,"图寻,冯柯南,geo,生活记录,IA,音乐",原创音乐,397,ia_music,False,False,music_only_ia,tags仅有'IA'但无VOCALOID/歌姬标签，IA可能是笔误或非虚拟歌姬(clean='四月是5k的谎言')，需LLM确认
BV146oSBtEHM,1,IA、温暖魔法——【绘画过程】,松江CC,"IA小天使OFFICIAL,IA,画师热点情报站,术力口,虚拟歌姬,绘画过程,板绘,VOCALOID",绘画,127,ia_related,False,False,nonsong_mixed:绘画,标题含'绘画'(非歌曲信号)但tags有音乐标签，需LLM确认
BV1MnoDBwEFf,1,【高松灯cos】雨声残响-世界企鹅日快乐-“因为我也不过是人啊 我也想要去与之抗衡”,硫酸拌面捏,"IA,雨声,用宅舞记录这个春天,宅舞,高松灯,Cosplay,cos,雨声残响,舞蹈翻跳",宅舞,443,ia_related,False,False,nonsong_mixed:COS,标题含'COS'(非歌曲信号)但tags有音乐标签，需LLM确认
BV1HDoLBXEN3,1,日常观测『陆桥』【熟肉】【VOICEROID剧场】,VOICEROID吧,"绁星灯,VOICEROID剧场,OИE,结月缘,IA,熟肉,日语",同人·手书,1058,ia_related,False,False,nonsong_mixed:剧场,标题含'剧场'(非歌曲信号)但tags有音乐标签，需LLM确认
BV1GDoDB6EFV,1,N站术力口神话曲抢麦,梧麒麒,"术力口,vflower,神话曲,IA,巡音流歌,镜音铃,GUMI,日本,初音未来,音乐",音游,1249,ia_related,False,False,nonsong_mixed:神话曲,标题含'神话曲'(非歌曲信号)但tags有音乐标签，需LLM确认
BV1nUomB5E32,1,神秘红雾斯巴达最后被超飞,RBX_老波菜,IA,日常,207,ia_music,False,False,music_only_ia,tags仅有'IA'但无VOCALOID/歌姬标签，IA可能是笔误或非虚拟歌姬(clean='神秘红雾斯巴达最后被超飞')，需LLM确认
BV1JXoLBHEoa,1,【太鼓之达人】アスノヨゾラ哨戒班 hs1.4 大随机 7可全连,Ni-SHU,"术曲,アスノヨゾラ哨戒班,IA,音乐游戏,太鼓达人,音游研究所",音游,205,ia_music,True,False,music_only_ia,tags仅有'IA'但无VOCALOID/歌姬标签，IA可能是笔误或非虚拟歌姬(clean='アスノヨゾラ哨戒班 hs1.4 大随机 7可全连')，需LLM确认
BV1hdo8B1Epd,1,不同IA的估价,林笑嫣然,"IA,汽车,影视神仙剪刀手,必剪创作",日常,334,ia_music,False,False,music_only_ia,tags仅有'IA'但无VOCALOID/歌姬标签，IA可能是笔误或非虚拟歌姬(clean='不同IA的估价')，需LLM确认
BV1vadmBwE2e,1,谁能取得第一？N站术力口神话曲月榜第一期,一发导弹-SFS_导弹P,"必剪创作,术力口,IA,神话,DECO*27,VOCALOID,初音ミク",日常,2777,ia_related,False,False,nonsong_mixed:神话曲,标题含'神话曲'(非歌曲信号)但tags有音乐标签，需LLM确认
BV1uWdUB4Ed5,1,爱我，恨我，不要对我置之不理,写下黑色玫瑰,"izzaxl,ia,摇滚同人,情感,美女",篮球,839,ia_music,False,False,music_only_ia,tags仅有'IA'但无VOCALOID/歌姬标签，IA可能是笔误或非虚拟歌姬(clean='爱我，恨我，不要对我置之不理')，需LLM确认
BV1asdrBkE7C,1,【绘画过程】 维什戴尔 摸鱼,请蒸西蓝花,"维什戴尔,明日方舟,IA,明日方舟创作者应援计划,必剪创作,维神,雨宿り,摸鱼,绘画过程,绘画",日常,1455,ia_related,False,False,nonsong_mixed:绘画,标题含'绘画'(非歌曲信号)但tags有音乐标签，需LLM确认
BV1dGoFBYEjH,1,日常观测『误解』【熟肉】【VOICEROID剧场】,VOICEROID吧,"绁星灯,VOICEROID剧场,OИE,结月缘,IA,剧场,熟肉",同人·手书,717,ia_related,False,False,nonsong_mixed:剧场,标题含'剧场'(非歌曲信号)但tags有音乐标签，需LLM确认
BV1eXdZBtERo,1,六兆年と一夜物语【舞萌DX】紫谱 标谱 大师难度 完美无缺手元,润羽草生,"王者荣耀UP主激励计划,MAIMAI,IA,音乐游戏,音乐,必剪创作,AP",日常,315,ia_music,True,False,music_only_ia,tags仅有'IA'但无VOCALOID/歌姬标签，IA可能是笔误或非虚拟歌姬(clean='六兆年と一夜物语紫谱 标谱 大师难度 完美无缺手元')，需LLM确认
BV1z7doBYEiL,1,✿ DAYBREAK FRONTLINE ／ Ria【Cover】,Blessing115,"DAYBREAK FRONTLINE,日语翻唱,IA,歌ってみた,cover,Ria,Orangestar",翻唱,478,ia_music,False,True,music_only_ia,tags仅有'IA'但无VOCALOID/歌姬标签，IA可能是笔误或非虚拟歌姬(clean='✿ DAYBREAK FRONTLINE ／ Ria')，需LLM确认
BV1J5dpBqEpu,1,史上最糖巨人最后被溜飞,RBX_老波菜,IA,日常,182,ia_music,False,False,music_only_ia,tags仅有'IA'但无VOCALOID/歌姬标签，IA可能是笔误或非虚拟歌姬(clean='史上最糖巨人最后被溜飞')，需LLM确认
BV1wQdpBGEhd,1,冰封一剑！龙落！你且看这一剑帅不帅《剑与远征》,剑与远征狐小鱼,"RPG,二次元,IA特效,剑与远征星河创想家计划,狐小鱼,剑与远征,休闲益智,高燃",手机游戏,924,irrelevant,False,False,category_gaming,无明确信号，仅靠分区'手机游戏'推断
BV1hmdJB7Evt,1,结月缘摄影会【VOICEROID剧场】*猫龍,猫猫抱玩偶,"猫龍,绁星灯,voiceroid,弦卷真纪,结月缘,IA",配音,1117,ia_related,False,False,nonsong_mixed:剧场,标题含'剧场'(非歌曲信号)但tags有音乐标签，需LLM确认
BV1jJdnBxEvU,1,ia,爱开车女司机,"传说之下,音乐现场,IA,电子音乐,电音,高能音乐挑战赛",MV,786,ia_music,False,False,music_only_ia,tags仅有'IA'但无VOCALOID/歌姬标签，IA可能是笔误或非虚拟歌姬(clean='ia')，需LLM确认
BV1W4dYBuEM1,1,【PV练习】Silly Terror,Eyday_,"シリーテラー (feat. IA),日语,自制,二阶堂希罗,PV,又看一集动画创作大赛,魔裁,音乐",MAD·AMV,1933,ia_related,False,False,fallback,无任何明确信号，默认归为ia_related
BV1myQ3BkEUU,1,这绝对是全网最爽的《明日夜空哨戒班》街头混音演奏Ver,夜樱飞雪,"街头表演,IA,演奏,公共钢琴,兴业太古汇,明日夜空哨戒班,Orangestar,钢琴改编",演奏,756,ia_music,False,True,music_only_ia,tags仅有'IA'但无VOCALOID/歌姬标签，IA可能是笔误或非虚拟歌姬(clean='这绝对是全网最爽的《明日夜空哨戒班》街头混音演奏Ver')，需LLM确认
BV1MUQeBuEPb,1,（武装突袭3）机器狗出马一个顶俩要挂弹药无限 ୧⍢⃝୨,飞手UAV幽灵MOA,"科技猎手,科技IA,游戏日常,机器狗,突袭,武装突袭3,武装突袭,军事,FPS,战争",网络游戏,655,irrelevant,False,False,category_gaming,无明确信号，仅靠分区'网络游戏'推断
BV1gVQbBZEt5,1,恰樱饼（求大家助力IA娃成团）,我爱睡觉zzz茜,"伊爱,cos,IA",舞蹈综合,404,ia_music,False,False,music_only_ia,tags仅有'IA'但无VOCALOID/歌姬标签，IA可能是笔误或非虚拟歌姬(clean='恰樱饼（求大家助力IA娃成团）')，需LLM确认
BV1B7QtBKEch,1,魅惑 1，2，3…谁的DNA动了？虎視眈々 -梅とら ft.ルカミククミIAリン电吉他翻弹     （IA好像没标签）,木羽水告,"音乐现场,COVER,翻弹,高能音乐挑战赛,DNA,SOLO,电吉他",演奏,131,ia_related,False,True,fallback,无任何明确信号，默认归为ia_related
BV1K5QsBrEpm,1,六兆年と一夜物語 (标准谱面)MASTER 理论值ALL PERFECT【maimai】,茜茜莉Cicini,"舞萌2025,必剪创作,舞萌DX,kemu,堀江晶太,IA,六兆年零一夜物语",日常,187,ia_music,True,False,music_only_ia,tags仅有'IA'但无VOCALOID/歌姬标签，IA可能是笔误或非虚拟歌姬(clean='六兆年と一夜物語 (标准谱面)MASTER 理论值ALL P')，需LLM确认
BV1P6QxBkEtU,1,结月由香里，亲吻伊爱身姿似七彩花般。【绘画过程】,松江CC,"画师热点情报站,结月缘,IA,虚拟歌姬,绘画过程,VOCALOID,IA小天使OFFICIAL,术力口,兔羽",绘画,187,ia_related,False,False,nonsong_mixed:绘画,标题含'绘画'(非歌曲信号)但tags有音乐标签，需LLM确认
BV164DXBGETG,1,大概是目前全网最高技术的《明日夜空哨戒班》钢琴翻弹,夜樱飞雪,"IA,翻弹,钢琴,明日夜空哨戒班,Orangestar,钢琴演奏",演奏,3938,ia_music,False,True,music_only_ia,tags仅有'IA'但无VOCALOID/歌姬标签，IA可能是笔误或非虚拟歌姬(clean='大概是目前全网最高技术的《明日夜空哨戒班》钢琴翻弹')，需LLM确认
BV1u7D1BKEXZ,1,【竖笛】翱翔于空中是怎样的感觉？来听明日夜空的哨戒班！,Applepie_ovo,"Orangestar,Vocaloid,明日夜空的哨戒班,IA,竖笛",演奏,663,ia_music,False,False,music_weird_title,tags有IA/VOCALOID但标题格式非标准歌曲(clean='翱翔于空中是怎样的感觉？来听明日夜空的哨戒班！')，需LLM确认
BV1nAQABzEhk,1,这大概是当下神话曲《明日夜空哨戒班》最疯狂的钢琴改编演奏了#钢琴演奏orangestar明日夜空硝戒班钢琴改编,夜樱飞雪,"明日夜空哨戒班,Orangestar,IA,改编,钢琴,钢琴演奏",演奏,1276,ia_related,False,True,nonsong_mixed:神话曲,标题含'神话曲'(非歌曲信号)但tags有音乐标签，需LLM确认
BV1ciDsBYEdP,1,群靑 | HIPPI - 超次元绘画魔法——,松江CC,"画师热点情报站,IA小天使OFFICIAL,HIPPI,虚拟歌手,虚拟歌姬,绘画过程,OC",绘画,234,ia_related,False,False,nonsong_mixed:绘画,标题含'绘画'(非歌曲信号)但tags有音乐标签，需LLM确认
BV149DEBdEg2,1,【WOTA艺】ノウナイディスコ——r-906/IA,猫猫可爱滴捏,"r-906,IA,WOTA艺,宅舞",宅舞,806,ia_related,False,False,nonsong_mixed:WOTA艺,标题含'WOTA艺'(非歌曲信号)但tags有音乐标签，需LLM确认
BV1txDBB2EFP,1,"【WOTA艺】アスノヨゾラ哨戒班-Orangestar,IA -",逢田梨香子_Official,"用宅舞记录这个春天,Orangestar,ヲタ芸,IA,WOTA艺,宅舞",宅舞,1300,ia_related,False,False,nonsong_mixed:WOTA艺,标题含'WOTA艺'(非歌曲信号)但tags有音乐标签，需LLM确认
BV1Q8DYBBExc,1,日常观测『四色』【熟肉】【VOICEROID剧场】,VOICEROID吧,"微量达克赛德,绁星灯,VOICEROID剧场,结月缘,IA,OИE,熟肉",同人·手书,999,ia_related,False,False,nonsong_mixed:剧场,标题含'剧场'(非歌曲信号)但tags有音乐标签，需LLM确认
BV1V2DFBUE9q,1,早稻叽 - 夏令时记录,棉花mennka,"vup,早稻叽,虚拟up主,虚拟YOUTUBER,サマータイムレコード,IA,翻唱",动画综合,174,ia_music,False,True,music_only_ia,tags仅有'IA'但无VOCALOID/歌姬标签，IA可能是笔误或非虚拟歌姬(clean='早稻叽 - 夏令时记录')，需LLM确认
BV1CBSRBUEMg,1,气短拧巴女也要唱「アスノヨゾラ哨戒班」（已去世版）,callme玛卡,"めありー,翻唱总动员,orangestar,IA,高中生,翻唱,VOCALOID,cover,アスノヨゾラ哨戒班",翻唱,2575,ia_related,False,True,nonsong_mixed:去世,标题含'去世'(非歌曲信号)但tags有音乐标签，需LLM确认
BV1M6SQBDEbM,1,【绘画过程】脑内disco,72451012285_bili,"画画的日常,r-906,IA,绘画过程,绘画",绘画,1479,ia_related,False,False,nonsong_mixed:绘画,标题含'绘画'(非歌曲信号)但tags有音乐标签，需LLM确认
BV1XSSDBREC9,1,【明日的夜空哨戒班/钢琴翻弹】十年过去了，你还会为这首曲子点进来吗？,南城半夏,"全能音乐挑战赛,IA,蜜柑星p,术力口,明日的夜空哨戒班,古早,钢琴翻弹",演奏,1127,ia_music,False,True,music_weird_title,tags有IA/VOCALOID但标题格式非标准歌曲(clean='十年过去了，你还会为这首曲子点进来吗？')，需LLM确认
BV1CKSSBKEDY,1,IA IA AA YEYE YEYE 这才是真正的音乐,Easrfa,meme,演奏,223,ia_related,False,False,fallback,无任何明确信号，默认归为ia_related
BV1HoD5BMEfV,1,「橙星」ORANGESTAR是谁？？？,STAWOLF13,"夏背,春夏秋冬代行者,Orangestar,EDM,めありー,音乐推荐,IA,初音未来,4月新番,VOCALOID",MAD·AMV,3534,ia_music,False,False,music_weird_title,tags有IA/VOCALOID但标题格式非标准歌曲(clean='「橙星」ORANGESTAR是谁？？？')，需LLM确认
BV1fhDuBSEnc,1,在樱花树下唱了guiano的《花》,溁_,"Guiano,花谱,花,IA,樱花,翻唱",演奏,981,ia_music,False,True,music_only_ia,tags仅有'IA'但无VOCALOID/歌姬标签，IA可能是笔误或非虚拟歌姬(clean='在樱花树下唱了guiano的《花》')，需LLM确认
BV1KRDTB4EGw,1,オカルティックセンス,AkutaZehy,"IA,オカルティックセンス,gaburyu,文字PV,映像",音MAD,386,ia_music,False,False,music_only_ia,tags仅有'IA'但无VOCALOID/歌姬标签，IA可能是笔误或非虚拟歌姬(clean='オカルティックセンス')，需LLM确认
BV1F7DABKEfL,1,SQ Taishi - Liberator,ステラルーシェ,"IA,Taishi",音乐综合,183,ia_music,False,False,music_only_ia,tags仅有'IA'但无VOCALOID/歌姬标签，IA可能是笔误或非虚拟歌姬(clean='SQ Taishi - Liberator')，需LLM确认
BV13m9EBrEyk,1,功夫杯 牛黄上来就是十二D俄罗斯选手都慌了！,不打螺丝的卡洛斯,"igmacsed,SCBOY,星际争霸2,搞笑,整点电子榨菜,李培楠,瞧尔萨斯,ia,功夫杯",网络游戏,6529,ia_music,False,False,music_only_ia,tags仅有'IA'但无VOCALOID/歌姬标签，IA可能是笔误或非虚拟歌姬(clean='功夫杯 牛黄上来就是十二D俄罗斯选手都慌了！')，需LLM确认
BV1V69jBBEHQ,1,你还不知道IA要有棉花娃娃了吗？,孽虚烟呀,"棉花娃娃,CEVIO,IA,娃娃,VOCALOID",动画综合,614,ia_music,False,False,music_weird_title,tags有IA/VOCALOID但标题格式非标准歌曲(clean='你还不知道IA要有棉花娃娃了吗？')，需LLM确认
BV1b295BdEJj,1,iV2h3IA,雪夜中的书生,绝区零UP主激励计划,音MAD,2527,ia_related,False,False,fallback,无任何明确信号，默认归为ia_related
BV1BMXrBCE6B,1,【CONA × 青い子】再教育,百合咲奈奈,"再教育,IXJk4_IA5LM,CONA,青い子,Neru,日语翻唱,COVER",翻唱,172,ia_music,False,True,category_vocaloid,无明确信号，仅靠分区'翻唱'推断为ia_music
BV1rMXeB8Etd,1,IA x 结月缘 | 月与绘画魔法——,松江CC,"画师热点情报站,IA小天使OFFICIAL,結月ゆかり,结月缘,术力口,兔羽,IA,虚拟歌姬,绘画过程,VOCALOID",绘画,311,ia_related,False,False,nonsong_mixed:绘画,标题含'绘画'(非歌曲信号)但tags有音乐标签，需LLM确认
BV1dtXQBzEdu,1,坏了 Ai真让黄哥训练好了,不打螺丝的卡洛斯,"整点电子榨菜,ia,牛黄,孙一峰,AI,人工智能,星际争霸2",网络游戏,11438,ia_music,False,False,music_only_ia,tags仅有'IA'但无VOCALOID/歌姬标签，IA可能是笔误或非虚拟歌姬(clean='坏了 Ai真让黄哥训练好了')，需LLM确认
BV1VyX2BWEyr,1,t5Ia4N,丷能跑为什么要打丷,绝区零UP主激励计划,音MAD,2728,ia_related,False,False,fallback,无任何明确信号，默认归为ia_related
BV1EcXjBGEKr,1,雨き声残響,口米口米不是猫,"术力口,Orangestar,橙星,IA,吉他弹唱,VOCALOID,雨声残响",日常,5676,ia_music,False,True,music_weird_title,tags有IA/VOCALOID但标题格式非标准歌曲(clean='雨き声残響')，需LLM确认
BV1qCXjBkEGd,1,孙哥想驯服Ai反被Ai整崩溃了 人工智能变人工智障！,不打螺丝的卡洛斯,"SCBOY,黄旭东,孙一峰,人工智能,星际争霸2,搞笑,整点电子榨菜,Ai,ia,bb",网络游戏,12860,ia_music,False,False,music_only_ia,tags仅有'IA'但无VOCALOID/歌姬标签，IA可能是笔误或非虚拟歌姬(clean='孙哥想驯服Ai反被Ai整崩溃了 人工智能变人工智障！')，需LLM确认
BV1yHXGB3ECA,1,IA3v9BdQfa,爱跑步的库库,绝区零UP主激励计划,音MAD,2827,ia_related,False,False,fallback,无任何明确信号，默认归为ia_related
BV1EsXMBXEC1,1,【生日艺】空奏列车,某哲学的超电磁蕉,"OrangeStar,wota艺,地下艺,空奏列车,IA,WOTA,生日,初音ミク",宅舞,200,ia_music,False,False,music_weird_title,tags有IA/VOCALOID但标题格式非标准歌曲(clean='空奏列车')，需LLM确认
BV11PXsB3EvL,1,日常观测『浑一』【熟肉】【VOICEROID剧场】,VOICEROID吧,"VOICEROID剧场,结月缘,IA,日语,剧场,熟肉",同人·手书,769,ia_related,False,False,nonsong_mixed:剧场,标题含'剧场'(非歌曲信号)但tags有音乐标签，需LLM确认
