title,tags,category,expected,predicted,rule,is_game,is_cover,suspicious_reason
中文字幕 MIKU·GUMI·IA《Poker Face》嗯？看我偷偷卖个萌~,"初音MIKU,VOCALOID,IA,全程卖萌,中文字幕,GUMI",VOCALOID·UTAU,ia_music,ia_music,music_weird_title,False,False,tags有IA/VOCALOID但标题格式非标准歌曲(clean='中文字幕 MIKU·GUMI·IA《Poker Face》嗯')，需LLM确认
[IA] 六兆年的一夜物语,"IA,六兆年と一夜物语,演唱会现场版",VOCALOID·UTAU,ia_music,ia_music,music_only_ia,False,False,tags仅有'IA'但无VOCALOID/歌姬标签，IA可能是笔误或非虚拟歌姬(clean='六兆年的一夜物语')，需LLM确认
【初音ミク・IA】地獄 【ATOLS】,"ATOLS,VOCALOID",VOCALOID·UTAU,ia_music,ia_music,music_weird_title,False,False,tags有IA/VOCALOID但标题格式非标准歌曲(clean='地獄')，需LLM确认
"【vflower,初音ミク,IA,重音テト,鳴花ヒメ,弦巻マキ,栗田まろん,結月ゆかり,ずんだもん,ナースロボ＿タイプT 】見つけて【原口沙輔 + 袖野あらわ】","初音ミク,袖野あらわ,ナースロボ＿タイプT,原口沙輔,IA,見つけて,重音テト,vflower,栗田まろん,鳴花ヒメ",VOCALOID·UTAU,ia_music,ia_music,music_weird_title,False,False,tags有IA/VOCALOID但标题格式非标准歌曲(clean='見つけて')，需LLM确认
【Islet 1st Vocal Collab EP】CYANIDE【XFD】,"VOCALOID·UTAU,Islet,CYANIDE,MIKU,虚拟歌手,音乐,初音MIKU,IA,VOCALOID",VOCALOID·UTAU,ia_music,ia_music,music_weird_title,False,False,tags有IA/VOCALOID但标题格式非标准歌曲(clean='CYANIDE')，需LLM确认
【VOCALOIDs / 自製中文字幕】贖罪【傘村トータ】,"Fukase,Ken,IA,傘村トータ,贖罪,結月ゆかり,初音MIKU",VOCALOID·UTAU,ia_music,ia_music,music_weird_title,False,False,tags有IA/VOCALOID但标题格式非标准歌曲(clean='贖罪')，需LLM确认
【ミク・GUMI・リン・レン・IA】初体験【岩見陸/ナナホシ管弦楽団】,"VOCALOID,鏡音レン,GUMI,岩见陆/ナナホシ管弦楽団,神PV,IA,初体験,镜音リン,初音MIKU",VOCALOID·UTAU,ia_music,ia_music,music_weird_title,False,False,tags有IA/VOCALOID但标题格式非标准歌曲(clean='初体験')，需LLM确认
【Ib】【KAITO.IA.镜音len】蜉蝣Days【替换曲】,"阳炎DAZE,KAITO翻唱曲,KAITO,镜音LEN,VOCALOID,IA,恐怖美术馆,カゲロウデイズ,IB恐怖美术馆",VOCALOID·UTAU,ia_music,ia_music,music_weird_title,False,True,tags有IA/VOCALOID但标题格式非标准歌曲(clean='蜉蝣Days')，需LLM确认
【 IA 】明日のことも未来のことも【 傘村トータ 】,"傘村トータ,IA,明日のことも未来のことも",VOCALOID·UTAU,ia_music,ia_music,music_only_ia,False,False,tags仅有'IA'但无VOCALOID/歌姬标签，IA可能是笔误或非虚拟歌姬(clean='明日のことも未来のことも')，需LLM确认
【GUMI・IA・MAYU】如果下雨【ふわりP】,"VOCALOID,GUMI,ふわりP,MAYU,IA -ARIA ON THE PLANETES-,ETP三女儿,CHRIS,新生三人组",VOCALOID·UTAU,ia_music,ia_music,music_weird_title,False,False,tags有IA/VOCALOID但标题格式非标准歌曲(clean='如果下雨')，需LLM确认
ティーチャーティーチャー _ IA - ナナホシ管弦楽団,"IA,ナナホシ管弦楽団",VOCALOID·UTAU,ia_music,ia_music,music_only_ia,False,False,tags仅有'IA'但无VOCALOID/歌姬标签，IA可能是笔误或非虚拟歌姬(clean='ティーチャーティーチャー _ IA - ナナホシ管弦楽団')，需LLM确认
ティーチャーティーチャー _ IA - ナナホシ管弦楽団(),"IA,ナナホシ管弦楽団",VOCALOID·UTAU,ia_music,ia_music,music_only_ia,False,False,tags仅有'IA'但无VOCALOID/歌姬标签，IA可能是笔误或非虚拟歌姬(clean='ティーチャーティーチャー _ IA - ナナホシ管弦楽団()')，需LLM确认
【初音未来・IA】ハデス【ATOLS】,"MV,VOCALID,初音未来,ATOLS,自制,ハデス,IA,初音MIKU",VOCALOID·UTAU,ia_music,ia_music,music_weird_title,False,False,tags有IA/VOCALOID但标题格式非标准歌曲(clean='ハデス')，需LLM确认
【可不・IA】最終幸福論【Σ / しぐま】,"IA,VOCALOID,可不",VOCALOID·UTAU,ia_music,ia_music,music_weird_title,False,False,tags有IA/VOCALOID但标题格式非标准歌曲(clean='最終幸福論')，需LLM确认
IA,"VOCALOID,原版,IA,DAZE,目隐都市演绎者,メカクシティアクターズ",VOCALOID·UTAU,ia_music,ia_music,music_weird_title,False,False,tags有IA/VOCALOID但标题格式非标准歌曲(clean='IA')，需LLM确认
【试着唱了】好きって言って  ちいたな - Covered by IA【歌词】,"IA,全能音乐挑战赛,COVER,日语翻唱,歌ってみた,翻唱,日文翻唱,虚拟主播,虚拟UP主,ARIAer",VOCALOID·UTAU,ia_music,ia_music,music_only_ia,False,True,tags仅有'IA'但无VOCALOID/歌姬标签，IA可能是笔误或非虚拟歌姬(clean='好きって言って  ちいたな - Covered by IA')，需LLM确认
"【初音ミク, IA】恐竜のたまご【ぷにまる】","初音ミク,IA,ぷにまる,MV,VOCALOID,日语",VOCALOID·UTAU,ia_music,ia_music,music_weird_title,False,False,tags有IA/VOCALOID但标题格式非标准歌曲(clean='恐竜のたまご')，需LLM确认
【アリエp 】有你相伴【ミク・リン・レン・MEIKO・ルカ・GUMI・IA】,"初音MIKU,VOCALOID,IA,巡音LUKA,镜音RIN,镜音LEN,GUMI,キミがいる,MEIKO,镜音レン,アリエP",VOCALOID·UTAU,ia_music,ia_music,music_weird_title,False,False,tags有IA/VOCALOID但标题格式非标准歌曲(clean='有你相伴')，需LLM确认
魔法,"自制,ia",VOCALOID·UTAU,ia_music,ia_music,music_only_ia,False,False,tags仅有'IA'但无VOCALOID/歌姬标签，IA可能是笔误或非虚拟歌姬(clean='魔法')，需LLM确认
【ミク・リン・レン・IA・MAYU】忘却日記【Diarays】,"镜音RIN,镜音リン・レン,忘却日记,DIARAYS,镜音レン,虐向,初音MIKU,MAYU",VOCALOID·UTAU,ia_music,ia_music,music_weird_title,False,False,tags有IA/VOCALOID但标题格式非标准歌曲(clean='忘却日記')，需LLM确认
【ＩＡ】メテオ【PV】,"VOCALOID,じょん,メテオ,ＩＡ,SM16477520",VOCALOID·UTAU,ia_music,ia_music,music_weird_title,False,False,tags有IA/VOCALOID但标题格式非标准歌曲(clean='メテオ')，需LLM确认
【PJDMM+PV】虎视眈眈【DIVINE DIVA五人】,"GUMI,镜音铃,梅とら,DIVINE DIVA,虎视眈眈,VOCALOID,歌姬计划,初音未来,巡音流歌,IA",VOCALOID·UTAU,ia_music,ia_music,music_weird_title,False,False,tags有IA/VOCALOID但标题格式非标准歌曲(clean='虎视眈眈')，需LLM确认
【ルカ ミク グミ IA リン】威風堂々【オリジナル】,"巡音ルカ,IA,GUMI,umedy,MYLIST复制系列,鏡音リン,初音ミク,VOCALOID,梅とら",VOCALOID·UTAU,ia_music,ia_music,music_weird_title,False,False,tags有IA/VOCALOID但标题格式非标准歌曲(clean='威風堂々')，需LLM确认
【ルカ ミク グミ IA リン】 jewel 【オリジナル】,"巡音ルカ,IA,GUMI,umedy,MYLIST复制系列,鏡音リン,初音ミク,VOCALOID,梅とら",VOCALOID·UTAU,ia_music,ia_music,music_weird_title,False,False,tags有IA/VOCALOID但标题格式非标准歌曲(clean='jewel')，需LLM确认
【ルカ ミク グミ IA リン】未来永劫【オリジナル】,"巡音ルカ,IA,GUMI,umedy,MYLIST复制系列,鏡音リン,初音ミク,VOCALOID,梅とら",VOCALOID·UTAU,ia_music,ia_music,music_weird_title,False,False,tags有IA/VOCALOID但标题格式非标准歌曲(clean='未来永劫')，需LLM确认
【ルカ ミク グミ IA リン】虎視眈々【オリジナル】,"巡音ルカ,IA,GUMI,umedy,MYLIST复制系列,鏡音リン,初音ミク,VOCALOID,梅とら",VOCALOID·UTAU,ia_music,ia_music,music_weird_title,False,False,tags有IA/VOCALOID但标题格式非标准歌曲(clean='虎視眈々')，需LLM确认
【ルカミクグミIAリン】疑心暗鬼【オリジナルMV 梅とら】,"巡音ルカ,IA,GUMI,umedy,MYLIST复制系列,鏡音リン,初音ミク,VOCALOID,梅とら",VOCALOID·UTAU,ia_music,ia_music,music_weird_title,False,False,tags有IA/VOCALOID但标题格式非标准歌曲(clean='疑心暗鬼')，需LLM确认
【ルカミクグミIAリン】一騎当千【オリジナルMV 梅とら】,"巡音ルカ,IA,GUMI,umedy,MYLIST复制系列,鏡音リン,初音ミク,VOCALOID,梅とら",VOCALOID·UTAU,ia_music,ia_music,music_weird_title,False,False,tags有IA/VOCALOID但标题格式非标准歌曲(clean='一騎当千')，需LLM确认
【ルカミクグミIAリン】四面楚歌【オリジナル 梅とら】,"巡音ルカ,IA,GUMI,umedy,MYLIST复制系列,鏡音リン,初音ミク,VOCALOID,梅とら",VOCALOID·UTAU,ia_music,ia_music,music_weird_title,False,False,tags有IA/VOCALOID但标题格式非标准歌曲(clean='四面楚歌')，需LLM确认
【ルカミクグミIAリン】BURNING【オリジナルMV 梅とら】,"巡音ルカ,IA,GUMI,umedy,MYLIST复制系列,鏡音リン,初音ミク,VOCALOID,梅とら",VOCALOID·UTAU,ia_music,ia_music,music_weird_title,False,False,tags有IA/VOCALOID但标题格式非标准歌曲(clean='BURNING')，需LLM确认
【ルカミクグミIAリン】  D  【オリジナル 梅とら】,"巡音ルカ,IA,GUMI,umedy,MYLIST复制系列,鏡音リン,初音ミク,VOCALOID,梅とら",VOCALOID·UTAU,ia_music,ia_music,music_weird_title,False,False,tags有IA/VOCALOID但标题格式非标准歌曲(clean='D')，需LLM确认
【ルカミクグミIAリン】LaLaL危【オリジナルMV 梅とら】,"巡音ルカ,IA,GUMI,umedy,MYLIST复制系列,鏡音リン,初音ミク,VOCALOID,梅とら",VOCALOID·UTAU,ia_music,ia_music,music_weird_title,False,False,tags有IA/VOCALOID但标题格式非标准歌曲(clean='LaLaL危')，需LLM确认
【VOCALOID10人】黎明的诞生【ふわりP】,"镜音RIN,镜音LEN,巡音LUKA,IA,神威GAKUPO,MEIKO,初音MIKU,MAYU,Kaito,Gumi",VOCALOID·UTAU,ia_music,ia_music,music_weird_title,False,False,tags有IA/VOCALOID但标题格式非标准歌曲(clean='黎明的诞生')，需LLM确认
孤独壇場 / flower・IA,"孤独壇場,Yasumi,水槽",VOCALOID·UTAU,ia_music,ia_music,category_vocaloid,False,False,无明确信号，仅靠分区'VOCALOID·UTAU'推断为ia_music
【emon(Tes.) / IA[CeVIO AI]】 バズハラ,"emon(Tes.),MV,VOCALOID,IA,2023虚拟歌手创作赛,虚拟歌手分享官,CeVIO,1st place,高清MV,VOCALOID・UTAU,CeVIO AI",VOCALOID·UTAU,ia_music,ia_music,music_weird_title,False,False,tags有IA/VOCALOID但标题格式非标准歌曲(clean='バズハラ')，需LLM确认
"【SeeU,Uni,Miku,星尘,IA,GUMI】LIKEY【韩语翻唱】","星尘,SeeU,UNI,또준이,GUMI,VOCALOID,神调教,初音ミク,IA,初音MIKU",VOCALOID·UTAU,ia_music,ia_music,music_weird_title,False,True,tags有IA/VOCALOID但标题格式非标准歌曲(clean='LIKEY')，需LLM确认
IA,"茜色フッテージ,VOCALOID,亜沙,IA,りゅうせー",VOCALOID·UTAU,ia_music,ia_music,music_weird_title,False,False,tags有IA/VOCALOID但标题格式非标准歌曲(clean='IA')，需LLM确认
"【初音ミク, IA】ORIGIN【YΩAKE_P】","ORIGIN,無色透名祭3,VOCALOID,YΩAKE_P,初音ミク,IA",VOCALOID·UTAU,ia_music,ia_music,music_weird_title,False,False,tags有IA/VOCALOID但标题格式非标准歌曲(clean='ORIGIN')，需LLM确认
"【初音ミク, IA】空白列車【YΩAKE_P】","無色透名祭3,空白列車,so45520513,IA,初音ミク,YΩAKE_P",VOCALOID·UTAU,ia_music,ia_music,music_weird_title,False,False,tags有IA/VOCALOID但标题格式非标准歌曲(clean='空白列車')，需LLM确认
"【初音ミク, IA】他愛【ねぎま】","初音ミク,ねぎま,IA,他愛,無色透名祭3,so45512624,VOCALOID",VOCALOID·UTAU,ia_music,ia_music,music_weird_title,False,False,tags有IA/VOCALOID但标题格式非标准歌曲(clean='他愛')，需LLM确认
【OИE】夢と葉桜【Cevio cover】,"ONE,OИE,IA",VOCALOID·UTAU,ia_music,ia_music,music_weird_title,False,True,tags有IA/VOCALOID但标题格式非标准歌曲(clean='夢と葉桜')，需LLM确认
"【初音ミク, v flower, IA, VY1】輝いた背中に【もぎもぎ@スマホP】","VOCALOID,無色透名祭3,輝いた背中に,VY1,初音ミク,v flower,IA,so45516118,もぎもぎ@スマホP",VOCALOID·UTAU,ia_music,ia_music,music_weird_title,False,False,tags有IA/VOCALOID但标题格式非标准歌曲(clean='輝いた背中に')，需LLM确认
"【初音ミク, IA, 役ついな】コンビニ探検【タコヤキ３９】","初音ミク,so45521068,無色透名祭3,役ついな,VOCALOID,タコヤキ３９,so45521323,IA",VOCALOID·UTAU,ia_music,ia_music,music_weird_title,False,False,tags有IA/VOCALOID但标题格式非标准歌曲(clean='コンビニ探検')，需LLM确认
"【初音ミク, IA】風星【人問p】","人問p,so45512581,無色透名祭3,IA,風星,VOCALOID,初音ミク",VOCALOID·UTAU,ia_music,ia_music,music_weird_title,False,False,tags有IA/VOCALOID但标题格式非标准歌曲(clean='風星')，需LLM确认
"【初音ミク, IA, 紲星あかり】ごめんね【暁დ】","IA,初音ミク,無色透名祭3,紲星あかり,暁დ,so45511901,VOCALOID,ごめんね",VOCALOID·UTAU,ia_music,ia_music,music_weird_title,False,False,tags有IA/VOCALOID但标题格式非标准歌曲(clean='ごめんね')，需LLM确认
"【v flower, IA】川崎飼猫【無色透名祭3】","so45525208,IA,川崎飼猫,v flower,無色透名祭3",VOCALOID·UTAU,ia_music,ia_music,music_weird_title,False,False,tags有IA/VOCALOID但标题格式非标准歌曲(clean='川崎飼猫')，需LLM确认
【 IA】メイ【Qeiru】,"Qeiru,ia,VOCALOID",VOCALOID·UTAU,ia_music,ia_music,music_weird_title,False,False,tags有IA/VOCALOID但标题格式非标准歌曲(clean='メイ')，需LLM确认
"【初音ミク, IA】瓶颈【鬱桑型】","鬱桑型,IA,VOCALOID,初音ミク,ボトルネック,無色透名祭3",VOCALOID·UTAU,ia_music,ia_music,music_weird_title,False,False,tags有IA/VOCALOID但标题格式非标准歌曲(clean='瓶颈')，需LLM确认
"【音街ウナ, 重音テト &amp; IA】モウラ【ごどね】","音街ウナ,重音テト,ごどね,IA,VOCALOID,sm45631894,モウラ",VOCALOID·UTAU,ia_music,ia_music,music_weird_title,False,False,tags有IA/VOCALOID但标题格式非标准歌曲(clean='モウラ')，需LLM确认
【たかむらひびき&amp;IA&amp;ONE&amp;知声】宙の残像【たかむらひびき】,"ONE,VOCALOID,知声,たかむらひびき,宙の残像,IA,宇宙楽曲投稿祭2025",VOCALOID·UTAU,ia_music,ia_music,music_weird_title,False,False,tags有IA/VOCALOID但标题格式非标准歌曲(clean='宙の残像')，需LLM确认
【初音ミク &amp; IA】サマーエコー【ao】,"IA,VOCALOID,初音ミク,サマーエコー,ao",VOCALOID·UTAU,ia_music,ia_music,music_weird_title,False,False,tags有IA/VOCALOID但标题格式非标准歌曲(clean='サマーエコー')，需LLM确认
【Shadow AI翻唱】《夜咄ディセイブ》,"IA,SONIC,Shadow the Hedgehog,じん（自然の敌P）,じん,夜咄ディセイブ,刺猬索尼克,AI翻唱,Sonic,夏特",VOCALOID·UTAU,ia_music,ia_music,music_only_ia,False,True,tags仅有'IA'但无VOCALOID/歌姬标签，IA可能是笔误或非虚拟歌姬(clean='《夜咄ディセイブ》')，需LLM确认
【初音ミク×IA】未確定セオリー【晴れ宿り】,"IA,未確定セオリー,VOCALOID,sm45567641,晴れ宿り,初音ミク",VOCALOID·UTAU,ia_music,ia_music,music_weird_title,False,False,tags有IA/VOCALOID但标题格式非标准歌曲(clean='未確定セオリー')，需LLM确认
【av823300】旋转吧！雪月花【初音ミク IA 結月ゆかり】,"机巧少女不会受伤,IA,結月ゆかり,av823300,VOCALOID,回レ！雪月花,初音ミク",VOCALOID·UTAU,ia_music,ia_music,music_weird_title,False,False,tags有IA/VOCALOID但标题格式非标准歌曲(clean='旋转吧！雪月花')，需LLM确认
IA,"IA,野々村竜太郎,VOCALOID,初音ミク,TALKLOID,野野村龙太郎,野々村議員を～で弾いてみたシリーズ,トークロイド",VOCALOID·UTAU,ia_music,ia_music,music_weird_title,False,False,tags有IA/VOCALOID但标题格式非标准歌曲(clean='IA')，需LLM确认
【flower、IA】sign【カゲノソラ】,"VOCALOID,IA,sign,vflower,カゲノソラ",VOCALOID·UTAU,ia_music,ia_music,music_weird_title,False,False,tags有IA/VOCALOID但标题格式非标准歌曲(clean='sign')，需LLM确认
IA独唱,"IA,OИE",VOCALOID·UTAU,ia_music,ia_music,music_weird_title,False,False,tags有IA/VOCALOID但标题格式非标准歌曲(clean='IA独唱')，需LLM确认
【初音ミク・VY1・IA】 ポラワー 【おきろんえ】,"VOCALOID,初音ミク",VOCALOID·UTAU,ia_music,ia_music,music_weird_title,False,False,tags有IA/VOCALOID但标题格式非标准歌曲(clean='ポラワー')，需LLM确认
【VY1】3月5日の光【傘村トータ】,"傘村トータ,VOCALOID,結月ゆかり,VOCALOID卒業曲集,3月5日の光,IA_-ARIA_ON_THE_PLAN,VY1オリジナル曲,VOCALOID新曲リンク,卒業ソング",VOCALOID·UTAU,ia_music,ia_music,music_weird_title,False,False,tags有IA/VOCALOID但标题格式非标准歌曲(clean='3月5日の光')，需LLM确认
【KAITO&amp;IA】前夜祭的篝火,"IAオリジナル曲,前夜祭,KAITOオリジナル曲,VOCALOID,MAYUKO,KAITO",VOCALOID·UTAU,ia_music,ia_music,music_weird_title,False,False,tags有IA/VOCALOID但标题格式非标准歌曲(clean='前夜祭的篝火')，需LLM确认
【初音ミク＆IA】君の世界忘却【Maru】,"初音ミク,虚拟歌手,初音未来,オリジナル曲,IA,VOCALOID",VOCALOID·UTAU,ia_music,ia_music,music_weird_title,False,False,tags有IA/VOCALOID但标题格式非标准歌曲(clean='君の世界忘却')，需LLM确认
【KAITO·IA】花朵与你与约定,"IAオリジナル曲,KAITOオリジナル曲,KAITO_V3,VOCALOID",VOCALOID·UTAU,ia_music,ia_music,music_weird_title,False,False,tags有IA/VOCALOID但标题格式非标准歌曲(clean='花朵与你与约定')，需LLM确认
案内屋さん,"結月ゆかり,VOCALOIDオリジナル曲,vy1,vflower,IA,初音ミク,v_flower,vy2,界隈曲,VOCALOID",VOCALOID·UTAU,ia_music,ia_music,music_weird_title,False,False,tags有IA/VOCALOID但标题格式非标准歌曲(clean='案内屋さん')，需LLM确认
【初音未来×IA】 Floral 【PV付】,"FLORAL,VOCALOID,原创曲,オリジナル,IA,初音MIKU",VOCALOID·UTAU,ia_music,ia_music,music_weird_title,False,False,tags有IA/VOCALOID但标题格式非标准歌曲(clean='Floral')，需LLM确认
深天 / IA,"VOCALOID,ia_-aria_on_the_plan,iaオリジナル曲,クロウサギ,vocaloid新曲リンク,vocaloidオリジナル曲",VOCALOID·UTAU,ia_music,ia_music,music_weird_title,False,False,tags有IA/VOCALOID但标题格式非标准歌曲(clean='深天 / IA')，需LLM确认
【KAITO&amp;IA】 蝉時雨,"VOCALOID,KAITOオリジナル曲,IAオリジナル曲",VOCALOID·UTAU,ia_music,ia_music,music_weird_title,False,False,tags有IA/VOCALOID但标题格式非标准歌曲(clean='蝉時雨')，需LLM确认
【ZOLA_PROJECT】山葵粉砕祭,"ZOLA_PROJECT,VOCALOID,VOCAROCK,ZOLAオリジナル曲,CUL,IA_-ARIA_ON_THE_PLA",VOCALOID·UTAU,ia_music,ia_music,music_weird_title,False,False,tags有IA/VOCALOID但标题格式非标准歌曲(clean='山葵粉砕祭')，需LLM确认
【初音ミク・結月ゆかり・GUMI・IA】生日快乐【Ｐ．Ｌ．Ａ．Ｍ．】,"GUMI,お友達お祝い曲,GUMIオリジナル曲,ミクオリジナル曲,初音ミク,Ｐ．Ｌ．Ａ．Ｍ．,結月ゆかり,IA,IAオリジナル曲,ゆかりオリジナル曲",VOCALOID·UTAU,ia_music,ia_music,music_weird_title,False,False,tags有IA/VOCALOID但标题格式非标准歌曲(clean='生日快乐')，需LLM确认
IA - 独白,"VOCALOIDオリジナル曲,세시린,VOCALOID,IA,독백",VOCALOID·UTAU,ia_music,ia_music,music_weird_title,False,False,tags有IA/VOCALOID但标题格式非标准歌曲(clean='IA - 独白')，需LLM确认
【重音テト＆IAオリジナル曲】PUZZLE,"IA,重音テト,重音テトSV",VOCALOID·UTAU,ia_music,ia_music,music_weird_title,False,False,tags有IA/VOCALOID但标题格式非标准歌曲(clean='PUZZLE')，需LLM确认
【音街ウナ・IA】Q&amp;A【蓮八】,"IA,Q&A,IA_-ARIA_ON_THE_PLAN,VOCAROCK,良曲,蓮八,音街ウナ,VOCALOID,オリジナル曲,2℃様",VOCALOID·UTAU,ia_music,ia_music,music_weird_title,False,False,tags有IA/VOCALOID但标题格式非标准歌曲(clean='Q&amp;A')，需LLM确认
【ＩＡ】歌唱的美丽【Ｂ　Ｇ】,"IAオリジナル曲,ＩＡ,VOCALOID,Ｂ Ｇ,ボカロバラード",VOCALOID·UTAU,ia_music,ia_music,music_weird_title,False,False,tags有IA/VOCALOID但标题格式非标准歌曲(clean='歌唱的美丽')，需LLM确认
【初音ミクV4X×IA】真実の形【オリジナル曲】,"miku,vocaloid,IA",VOCALOID·UTAU,ia_music,ia_music,music_weird_title,False,False,tags有IA/VOCALOID但标题格式非标准歌曲(clean='真実の形')，需LLM确认
ひととき - IA - VOCALOIDオリジナル曲,うめずまこと,VOCALOID·UTAU,ia_music,ia_music,category_vocaloid,False,False,无明确信号，仅靠分区'VOCALOID·UTAU'推断为ia_music
「魚が死んだ」　IAオリジナル曲,"sm30265407,BCNO",VOCALOID·UTAU,ia_music,ia_music,category_vocaloid,False,False,无明确信号，仅靠分区'VOCALOID·UTAU'推断为ia_music
おすしの歌　VOCALOIDオリジナル曲,"夕凪もぐらちゃん,IA",VOCALOID·UTAU,ia_music,ia_music,music_only_ia,False,False,tags仅有'IA'但无VOCALOID/歌姬标签，IA可能是笔误或非虚拟歌姬(clean='おすしの歌　VOCALOIDオリジナル曲')，需LLM确认
【GUMI/ IA】笨蛋！！【うっきーP】,"vocaloid戦場入り,GUMIオリジナル曲,IA_-ARIA_ON_THE_PLAN,GUMI＆IAリンク,うっきーP,GUMI,IA",VOCALOID·UTAU,ia_music,ia_music,music_weird_title,False,False,tags有IA/VOCALOID但标题格式非标准歌曲(clean='笨蛋！！')，需LLM确认
"『再弱』- ラムネ feat,IA　【オリジナル曲】 Short","ラムネ,IA",VOCALOID·UTAU,ia_music,ia_music,music_only_ia,False,False,"tags仅有'IA'但无VOCALOID/歌姬标签，IA可能是笔误或非虚拟歌姬(clean='『再弱』- ラムネ feat,IA　 Short')，需LLM确认"
【やっぱロドリゲス】川岸の舟【アルバムPV】,"VOCALOIDオリジナル曲,兎眠りおん,IA_-ARiA_ON_THE_PLANETES-,GUMI,VOCALOID,やっぱロドリゲス",VOCALOID·UTAU,ia_music,ia_music,music_weird_title,False,False,tags有IA/VOCALOID但标题格式非标准歌曲(clean='川岸の舟')，需LLM确认
IAオリジナル曲 『そら』 - ニコニコ動画,IA,VOCALOID·UTAU,ia_music,ia_music,music_only_ia,False,False,tags仅有'IA'但无VOCALOID/歌姬标签，IA可能是笔误或非虚拟歌姬(clean='IAオリジナル曲 『そら』 - ニコニコ動画')，需LLM确认
【GUMI＆IA】1999-judgement-【オリジナル曲】 - ニコニコ動画,IA,VOCALOID·UTAU,ia_music,ia_music,music_only_ia,False,False,tags仅有'IA'但无VOCALOID/歌姬标签，IA可能是笔误或非虚拟歌姬(clean='1999-judgement- - ニコニコ動画')，需LLM确认
【がくっぽいど·IA】空雫【行商人P】,"茄子,がくっぽいど,Vocaloid,オリジナル曲,IA",VOCALOID·UTAU,ia_music,ia_music,music_weird_title,False,False,tags有IA/VOCALOID但标题格式非标准歌曲(clean='空雫')，需LLM确认
【AI】テトリス/俄罗斯方块（IA-Cover）,"翻唱,AI音乐征集大赛·2025第二期,COVER,手书,AI音乐征集大赛",VOCALOID·UTAU,ia_music,ia_music,category_vocaloid,False,True,无明确信号，仅靠分区'VOCALOID·UTAU'推断为ia_music
【鏡音リン·レン/翻唱】六兆年と一夜物語（翻自 KEMU VOXX＆IA）,"翻调,镜音双子,IA,六兆年と一夜物語,六兆年,KEMU,镜音铃,歌曲,新人,镜音连",VOCALOID·UTAU,ia_music,ia_music,music_only_ia,False,True,tags仅有'IA'但无VOCALOID/歌姬标签，IA可能是笔误或非虚拟歌姬(clean='六兆年と一夜物語（翻自 KEMU VOXX＆IA）')，需LLM确认
YOSSHAAAAA!!!!!,"IAオリジナル曲,ゆかりオリジナル曲,VOCALOID",VOCALOID·UTAU,ia_music,ia_music,music_weird_title,False,False,tags有IA/VOCALOID但标题格式非标准歌曲(clean='YOSSHAAAAA!!!!!')，需LLM确认
【现场版】  IA  界外科学  【Vmoe字幕组】,"VOCALOID,IA,原创曲",VOCALOID·UTAU,ia_music,ia_related,nonsong_mixed:现场,False,False,标题含'现场'(非歌曲信号)但tags有音乐标签，需LLM确认
【Galaco＋IA】Cosmic Cruise,"ギャラ子オリジナル曲,ギャラ子,IA_-ARIA_ON_THE_PLANETES-,IAオリジナル曲,VOCALOID",VOCALOID·UTAU,ia_music,ia_related,nonsong_mixed:COS,False,False,标题含'COS'(非歌曲信号)但tags有音乐标签，需LLM确认
Brasil-M4IA,"M4IA,Brasil,MV",MV,irrelevant,ia_related,fallback,False,False,无任何明确信号，默认归为ia_related
2iA7yBp,绝区零UP主激励计划,音MAD,irrelevant,ia_related,fallback,False,False,无任何明确信号，默认归为ia_related
IA获得“同时吃下世界杯”冠军——MII新闻,"直播切片,IA",单机游戏,irrelevant,ia_related,nonsong_mixed:新闻,False,False,标题含'新闻'(非歌曲信号)但tags有音乐标签，需LLM确认
“来了云南才知道的地方”！,"音乐分享官,创作灵感,生活记录,IA,云南,旅游,大理,丽江,记录,原创",音乐综合,irrelevant,ia_related,nonsong_mixed:来了,False,False,标题含'来了'(非歌曲信号)但tags有音乐标签，需LLM确认
【绘画过程】 维什戴尔 摸鱼,"维什戴尔,明日方舟,IA,明日方舟创作者应援计划,必剪创作,维神,雨宿り,摸鱼,绘画过程,绘画",日常,irrelevant,ia_related,nonsong_mixed:绘画,False,False,标题含'绘画'(非歌曲信号)但tags有音乐标签，需LLM确认
IA IA AA YEYE YEYE 这才是真正的音乐,meme,演奏,irrelevant,ia_related,fallback,False,False,无任何明确信号，默认归为ia_related
iV2h3IA,绝区零UP主激励计划,音MAD,irrelevant,ia_related,fallback,False,False,无任何明确信号，默认归为ia_related
t5Ia4N,绝区零UP主激励计划,音MAD,irrelevant,ia_related,fallback,False,False,无任何明确信号，默认归为ia_related
IA3v9BdQfa,绝区零UP主激励计划,音MAD,irrelevant,ia_related,fallback,False,False,无任何明确信号，默认归为ia_related
(test #17)［草鞋TV］小邪刚过完生日就被迫和小牛不紧不慢不快不慢的ouz ia,"Evil Neuro,Neuro-sama,Neuro,虚拟主播",音乐综合,irrelevant,ia_related,fallback,False,False,无任何明确信号，默认归为ia_related
ia78mDJ55x,绝区零UP主激励计划,音MAD,irrelevant,ia_related,fallback,False,False,无任何明确信号，默认归为ia_related
